id,series,name,codes,sizes,pdf,hidden,local
462,G9-G11 TRAFFIC INSTRUCTION SERIES,Bicycle Symbol  Use Ramp,G9-62,600x1200,N,False,
463,G9-G11 TRAFFIC INSTRUCTION SERIES,Bicycles Cross Here With Care (L or R),G9-63,900x900,N,False,
464,G9-G11 TRAFFIC INSTRUCTION SERIES,Bicycles Use Left Shoulder,G9-64,750x600,N,False,
465,G9-G11 TRAFFIC INSTRUCTION SERIES,Bicycles Must Exit,G9-65,600x1200,N,False,
1153,G9-G11 TRAFFIC INSTRUCTION SERIES,Supplementary Distance Plate,G9-66,0x0,N,False,
650,G9-G11 TRAFFIC INSTRUCTION SERIES,Keep Tracks Clear (Box Marking) (Formerly W7-16-2),G9-67-2,600x1200,N,False,
652,G9-G11 TRAFFIC INSTRUCTION SERIES,Keep Tracks Clear (Formerly W7-16-1),G9-67-1A | G9-67-1B,600x600 | 750x750,N,False,
1243,G9-G11 TRAFFIC INSTRUCTION SERIES,"Keep Tracks Clear (Approval required for use - refer to Manager, Traffic Services, DPTI)",G9-67-2AA,300x600,Y,False,Original PDFs/1243.pdf
745,G9-G11 TRAFFIC INSTRUCTION SERIES,Emergency Exit Push Gate,G9-68,400x300,N,False,
15,G9-G11 TRAFFIC INSTRUCTION SERIES,Wrong Way Go Back (Formerly R2-12),G9-69,2300x1470,N,False,
687,G9-G11 TRAFFIC INSTRUCTION SERIES,No Stopping on Freeway (Formerly R2-18),G9-70,1400x1400,N,False,
1136,G9-G11 TRAFFIC INSTRUCTION SERIES,Service Road Entry,G9-71,600x750,N,False,
1137,G9-G11 TRAFFIC INSTRUCTION SERIES,Left Turn From Service Road Only,G9-72,1200x1000,N,False,
909,G9-G11 TRAFFIC INSTRUCTION SERIES,Merge Left or Right,G9-73A | G9-73AA | G9-73B,900x900 | 600x600 | 1200x1200,N,False,
823,G9-G11 TRAFFIC INSTRUCTION SERIES,Railway Crossing Not In Use,G9-74,750x600,N,False,
905,G9-G11 TRAFFIC INSTRUCTION SERIES,Length Limit Ahead 'x.x' m Long Vehicles Detour,G9-75,2100x900,N,False,
906,G9-G11 TRAFFIC INSTRUCTION SERIES,Narrow Bridge Ahead 'x.x' m Wide Vehicles Detour,G9-76,1700x900,N,False,
1154,G9-G11 TRAFFIC INSTRUCTION SERIES,Slower Vehicles Use Turnouts Next 'x' km,G9-77,1800x750,N,False,
1138,G9-G11 TRAFFIC INSTRUCTION SERIES,'xxx' m,G9-78A | G9-78B | G9-78C,600x200 | 900x300 | 1200x400,N,False,
1287,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit AHEAD (Approval required for use - refer to Manager, Traffic Services Section of DIT)",G9-79B | G9-79C,600x1000 | 800x1350,N,False,
1156,G9-G11 TRAFFIC INSTRUCTION SERIES,On Right (1 Line),G9-80-1A | G9-80-1B,1800x450 | 3600x900,N,False,
1157,G9-G11 TRAFFIC INSTRUCTION SERIES,On Right (2 Line),G9-80-2A | G9-80-2B,1500x800 | 3000x1600,N,False,
1158,G9-G11 TRAFFIC INSTRUCTION SERIES,Service Road,G9-81,600x400,N,False,
1159,G9-G11 TRAFFIC INSTRUCTION SERIES,Steep Descent,G9-82,3000x1400,N,False,
1123,G9-G11 TRAFFIC INSTRUCTION SERIES,Long Steep Descent Next 'x' km,G9-83 | G9-83AA,3000x1800 | 2400x1500,Y,False,Original PDFs/1123.pdf
1251,G9-G11 TRAFFIC INSTRUCTION SERIES,After Signals (May be used with G9-15 or G9-16),G9-84A | G9-84B | G9-84C,600x400 | 900x600 | 1200x800,N,False,
1252,G9-G11 TRAFFIC INSTRUCTION SERIES,After Roundabout (May be used with G9-15 or G9-16),G9-85A | G9-85B | G9-85C,600x400 | 900x600 | 1200x800,N,False,
1253,G9-G11 TRAFFIC INSTRUCTION SERIES,Advance Buses Prohibited,G9-87-1A | G9-87-1B | G9-87-1C,600x600 | 900x900 | 1200x1200,N,False,
1254,G9-G11 TRAFFIC INSTRUCTION SERIES,Advance Trucks Prohibited,G9-87-2A | G9-87-2B | G9-87-2C,600x600 | 900x900 | 1200x1200,N,False,
1321,G9-G11 TRAFFIC INSTRUCTION SERIES,No Lines Do Not Overtake,G9-89,1500x900,N,False,
1226,G9-G11 TRAFFIC INSTRUCTION SERIES,"Watch for Bicycles (only to be used in 40, 50 or 60 km/h speed zones where standard size will not fit) ",G9-SA57,350x550,Y,False,Original PDFs/1226.pdf
1553,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit AHEAD (Approval required for use - refer to Manager, Traffic Services Section of DIT). See G9-79 B and C for smaller sizes. G9-79A not used in SA.",G9-SA79D | G9-SA79E,900x1500 | 1200x2000,Y,False,Original PDFs/1553.pdf
469,G9-G11 TRAFFIC INSTRUCTION SERIES,No Green Arrows 1 Time Period,G9-SA101-1A | G9-SA101-1B | G9-SA101-1C,450x540 | 600x720 | 900x1080,Y,False,Original PDFs/469.pdf
470,G9-G11 TRAFFIC INSTRUCTION SERIES,No Green Arrows 2 Time Periods,G9-SA101-2A | G9-SA101-2B | G9-SA101-2C,450x680 | 600x920 | 900x1380,Y,False,Original PDFs/470.pdf
471,G9-G11 TRAFFIC INSTRUCTION SERIES,Stop Press Button And Wait For Walk Signal,G9-SA102,150x215,Y,False,Original PDFs/471.pdf
472,G9-G11 TRAFFIC INSTRUCTION SERIES,Cyclists Press Button And Wait For Green Bicycle Symbol,G9-SA103,150x250,Y,False,Original PDFs/472.pdf
473,G9-G11 TRAFFIC INSTRUCTION SERIES,Heavy Vehicle Route (L or R),G9-SA104,1950x600,Y,False,Original PDFs/473.pdf
474,G9-G11 TRAFFIC INSTRUCTION SERIES,Heavy Vehicle Route (L or R),G9-SA105,2100x600,Y,False,Original PDFs/474.pdf
475,G9-G11 TRAFFIC INSTRUCTION SERIES,Diagonal Crossing May Be Permitted Cross Only in Direction of Walk Signal,G9-SA106,150x300,Y,False,Original PDFs/475.pdf
1554,G9-G11 TRAFFIC INSTRUCTION SERIES,Open Pit,G9-SA107A | G9-SA107B | G9-SA107C,450x300 | 600x400 | 750x500,Y,False,Original PDFs/1554.pdf
477,G9-G11 TRAFFIC INSTRUCTION SERIES,High Vehicles Use Left Lane,G9-SA108,950x1100,Y,False,Original PDFs/477.pdf
478,G9-G11 TRAFFIC INSTRUCTION SERIES,High Vehicles Must Use Left / Right Lane,G9-SA109,950x1100,Y,False,Original PDFs/478.pdf
1482,G9-G11 TRAFFIC INSTRUCTION SERIES,Remember Give Way to Peds Bicycles When Turning - (Temporary Signage Only),G9-SA110,800x1120,Y,False,Original PDFs/1482.pdf
479,G9-G11 TRAFFIC INSTRUCTION SERIES,Divided Road 'x' km Ahead ,G9-SA111A | G9-SA111B,1000x1000 | 1400x1400,Y,False,Original PDFs/479.pdf
480,G9-G11 TRAFFIC INSTRUCTION SERIES,Distorted Image,G9-SA112A | G9-SA112B,450x250 | 750x400,Y,False,Original PDFs/480.pdf
481,G9-G11 TRAFFIC INSTRUCTION SERIES,In Case of Breakdown Use Emergency Phone,G9-SA113,1500x450,Y,False,Original PDFs/481.pdf
1292,G9-G11 TRAFFIC INSTRUCTION SERIES,Road Hazard (ONLY to be used under R4-1),G9-SA114A | G9-SA114B,450x300 | 600x400,Y,False,Original PDFs/1292.pdf
482,G9-G11 TRAFFIC INSTRUCTION SERIES,No Parking,G9-SA115A | G9-SA115B,900x200 | 1200x300,Y,False,Original PDFs/482.pdf
483,G9-G11 TRAFFIC INSTRUCTION SERIES,Do Not Queue Over,G9-SA120A | G9-SA120B,600x750 | 750x900,Y,False,Original PDFs/483.pdf
747,G9-G11 TRAFFIC INSTRUCTION SERIES,Pedestrians Look Both Ways (Use with W8-SA103 only),G9-SA121,300x400,Y,False,Original PDFs/747.pdf
860,G9-G11 TRAFFIC INSTRUCTION SERIES,Sealed Road 'x' km Ahead,G9-SA122,1400x1400,Y,False,Original PDFs/860.pdf
861,G9-G11 TRAFFIC INSTRUCTION SERIES,Sealed Road Next 'x' km,G9-SA123,1400x1400,Y,False,Original PDFs/861.pdf
466,G9-G11 TRAFFIC INSTRUCTION SERIES,High Vehicles Use Centre Lane,G9-SA125,1350x750,Y,False,Original PDFs/466.pdf
467,G9-G11 TRAFFIC INSTRUCTION SERIES,Overhead Signals 'x.x' m ,G9-SA126,1800x600,Y,False,Original PDFs/467.pdf
468,G9-G11 TRAFFIC INSTRUCTION SERIES,Pedestrians Push Button And Stand On Yellow Tile,G9-SA127,150x225,Y,False,Original PDFs/468.pdf
1188,G9-G11 TRAFFIC INSTRUCTION SERIES,Please Allow Vehicles to Pass (Install under G9-50),G9-SA128A | G9-SA128B,900x900 | 1200x1200,Y,False,Original PDFs/1188.pdf
1191,G9-G11 TRAFFIC INSTRUCTION SERIES,Speed Limit AHEAD  (Use on Vehicle Mounted Frames only for Mobile Work Sites),G9-SA129,1200x450,Y,False,Original PDFs/1191.pdf
1203,G9-G11 TRAFFIC INSTRUCTION SERIES,Speed Limit AHEAD - Time Based,G9-SA131,450x750,Y,False,Original PDFs/1203.pdf
1204,G9-G11 TRAFFIC INSTRUCTION SERIES,Speed Limit On Side Road - Time Based,G9-SA132,450x750,Y,False,Original PDFs/1204.pdf
1205,G9-G11 TRAFFIC INSTRUCTION SERIES,Speed Limit On Side Road - Time Based,G9-SA133,450x750,Y,False,Original PDFs/1205.pdf
1286,G9-G11 TRAFFIC INSTRUCTION SERIES,Children Crossing on Side Road (L or R),G9-SA134A | G9-SA134B,450x1050 | 600x1400,Y,False,Original PDFs/1286.pdf
1455,G9-G11 TRAFFIC INSTRUCTION SERIES,U Turn Facility xxx m Ahead,G9-SA135A | G9-SA135B,450x600 | 900x1200,Y,False,Original PDFs/1455.pdf
1456,G9-G11 TRAFFIC INSTRUCTION SERIES,U Turn Facility - (L or R),G9-SA136A,450x600,Y,False,Original PDFs/1456.pdf
1489,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 60 on Side Road, School Days - Timed Based",G9-SA138A | G9-SA138B,450x1050 | 600x1400,Y,False,Original PDFs/1489.pdf
1488,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 50 on Side Road, School Days - Timed Based",G9-SA139A | G9-SA139B,450x1050 | 600x1400,Y,False,Original PDFs/1488.pdf
1497,G9-G11 TRAFFIC INSTRUCTION SERIES,Remember Keep Intersection Clear - (Temporary Signage Only),G9-SA140 | G9-SA140C,600x750 | 900x1200,Y,False,Original PDFs/1497.pdf
1495,G9-G11 TRAFFIC INSTRUCTION SERIES,All Pedestrians,G9-SA141A,450x600,Y,False,Original PDFs/1495.pdf
1541,G9-G11 TRAFFIC INSTRUCTION SERIES,'One Vehicle Per Green Each Lane',G9-SA142,1050x750,Y,False,Original PDFs/1541.pdf
1509,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 60 Ahead, School Days - Timed Based",G9-SA143A | G9-SA143B,450x1050 | 600x1400,Y,False,Original PDFs/1509.pdf
1510,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 60 on Side Road, School Days - Timed Based",G9-SA144A | G9-SA144B,450x1050 | 600x1400,Y,False,Original PDFs/1510.pdf
1503,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 40 Ahead, School Days - Timed Based",G9-SA145A | G9-SA145B,450x1200 | 600x1600,Y,False,Original PDFs/1503.pdf
1505,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 40 on Side Road, School Days - Timed Based",G9-SA146A | G9-SA146B,450x1200 | 600x1600,Y,False,Original PDFs/1505.pdf
1506,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 40 on Side Road, School Days - Timed Based (Left or Right)",G9-SA147A | G9-SA147B,450x1200 | 600x1600,Y,False,Original PDFs/1506.pdf
1507,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 50 Ahead, School Days - Timed Based",G9-SA148A | G9-SA148B,450x1050 | 600x1400,Y,False,Original PDFs/1507.pdf
1508,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 50 on Side Road, School Days - Timed Based",G9-SA149A | G9-SA149B,450x1050 | 600x1400,Y,False,Original PDFs/1508.pdf
1544,G9-G11 TRAFFIC INSTRUCTION SERIES,One Vehicle Per Green,G9-SA150,1050x550,Y,False,Original PDFs/1544.pdf
1557,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed Limit 60 Ahead, School Days - Time Based",G9-SA151A | G9-SA151B,450x1200 | 600x1600,Y,False,Original PDFs/1557.pdf
1558,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed limit 60 On Side Road, School Days - Time Based (Left and Right)",G9-SA152A | G9-SA152B,450x1200 | 600x1600,Y,False,Original PDFs/1558.pdf
1559,G9-G11 TRAFFIC INSTRUCTION SERIES,"Speed limit 60 On Side Road, School Days - Time Based (Left or Right)",G9-SA153A | G9-SA153B,450x1200 | 600x1600,Y,False,Original PDFs/1559.pdf
484,G9-G11 TRAFFIC INSTRUCTION SERIES,Kilometre Plate,G10-3,450x450,N,False,
486,GE1-GE4 FREEWAY DIRECTION SERIES,"Exit Sign (Approval required for use - refer to Manager, Traffic Services, DPTI)",GE2-3,1800x1600,N,False,
1162,GE6-GE7 FREEWAY INFORMATION SERIES,"Prohibited On Freeway (refer to GE6-SA2-1 or GE6-SA2-2) (Approval required for use - refer to Manager, Traffic Services Section of DIT)",GE6-2,1200x1300,N,False,
1161,GE6-GE7 FREEWAY INFORMATION SERIES,Next Service 'x' km,GE6-8,0x0,N,False,
748,GE6-GE7 FREEWAY INFORMATION SERIES,"End Freeway 'x' km (Approval required for use - refer to Manager, Traffic Services, DPTI)",GE6-9,2300x1500,N,False,
1160,GE6-GE7 FREEWAY INFORMATION SERIES,"End Freeway 1 km (Approval required for use - refer to Manager, Traffic Services, DPTI)",GE6-10,2300x1500,N,False,
488,GE6-GE7 FREEWAY INFORMATION SERIES,"Prohibited on Freeway Pedestrians Bicycles Animals Animal Drawn Vehicles Agricultural Vehicles (Approval required for use - refer to Manager, Traffic Services Section of DIT)",GE6-SA2-1,1200x1560,Y,False,Original PDFs/488.pdf
489,GE6-GE7 FREEWAY INFORMATION SERIES,"Prohibited on Expressway Pedestrians Bicycles Animals Animal Drawn Vehicles Agricultural Vehicles (Approval required for use - refer to Manager, Traffic Services Section of DIT)",GE6-SA2-2,1200x1560,Y,False,Original PDFs/489.pdf
490,GE6-GE7 FREEWAY INFORMATION SERIES,End Expressway  'x' km,GE6-SA112,3000x1500,Y,False,Original PDFs/490.pdf
491,GE6-GE7 FREEWAY INFORMATION SERIES,Ramp X   Use with R6-SA108,GE6-SA114,1200x300,Y,False,Original PDFs/491.pdf
492,GE6-GE7 FREEWAY INFORMATION SERIES,Ramp X   (Use with GE2-3),GE6-SA115,1800x450,Y,False,Original PDFs/492.pdf
993,GE6-GE7 FREEWAY INFORMATION SERIES,Help Phone Pedestrian Indicator (L or R),GE7-8,200x350,N,False,
917,GE6-GE7 FREEWAY INFORMATION SERIES,Help Phone Distance Plate for Pedestrian Indicator 'xxx' m,GE7-9,200x100,N,False,
495,GE9 FREEWAY TRAFFIC INSTRUCTION SERIES,"Reduce Speed Now (Approval required for use - refer to Manager, Traffic Services, DPTI)",GE9-3,2600x2000,N,False,
496,GE9 FREEWAY TRAFFIC INSTRUCTION SERIES,Wrong Way,GE9-15A | GE9-15AA | GE9-15B,600x400 | 450x300 | 750x500,N,False,
631,GE9 FREEWAY TRAFFIC INSTRUCTION SERIES,Merge Right  ( Right Only ),GE9-22-2A  | GE9-22-2B ,1750x1500 | 2350x2015,N,False,
1531,GE9 FREEWAY TRAFFIC INSTRUCTION SERIES,Emergency Median Crossing,GE9-23-1A | GE9-23-1B,450x450 | 600x600,N,False,
1532,GE9 FREEWAY TRAFFIC INSTRUCTION SERIES,Emergency Median Crossing - Distance,GE9-23-2A | GE9-23-2B,450x600 | 600x800,N,False,
957,GM9 TRAFFIC INSTRUCTION SERIES,Local Traffic Only (Multi-Message Sign ONLY),GM9-40-2A,600x600,Y,False,Original PDFs/957.pdf
1407,GM9 TRAFFIC INSTRUCTION SERIES,Cyclists Dismount (Multi-Message Sign ONLY),GM9-58A,600x600,N,False,
1019,GM9 TRAFFIC INSTRUCTION SERIES,Speed Limit AHEAD (Multi-Message Sign ONLY),GM9-79D,600x900,Y,False,Original PDFs/1019.pdf
1322,GM9 TRAFFIC INSTRUCTION SERIES,No Lines Do Not Overtake (Multi-Message Sign ONLY),GM9-89C,1200x600,N,False,
958,GM9 TRAFFIC INSTRUCTION SERIES,Do Not Overtake (Multi-Message Sign ONLY) (Replaces G9-SA124M),GM9-90B,1200x300,Y,False,Original PDFs/958.pdf
997,GM9 TRAFFIC INSTRUCTION SERIES,Reduce Speed (Multi-Message Sign ONLY),GM9-SA9B,1200x300,Y,False,Original PDFs/997.pdf
998,GM9 TRAFFIC INSTRUCTION SERIES,Reduce Speed (Multi-Message Sign ONLY),GM9-SA9A,600x600,Y,False,Original PDFs/998.pdf
1424,GM9 TRAFFIC INSTRUCTION SERIES,No Through Road (Multi-Message Sign ONLY),GM9-SA18A,600x600,Y,False,Original PDFs/1424.pdf
1278,GM9 TRAFFIC INSTRUCTION SERIES,Watch for Bicycles (Multi-Message Sign ONLY),GM9-SA57A,600x600,Y,False,Original PDFs/1278.pdf
1535,GM9 TRAFFIC INSTRUCTION SERIES,Speed Limit AHEAD (Multi-Message Sign ONLY),GM9-SA79A,600x600,Y,False,Original PDFs/1535.pdf
1197,GM9 TRAFFIC INSTRUCTION SERIES,Car Park Access Only (Multi-Message Sign ONLY),GM9-SA130A,600x600,Y,False,Original PDFs/1197.pdf
1372,GM9 TRAFFIC INSTRUCTION SERIES,At Intersection (Multi-Message Sign ONLY),GM-91B,1200x300,N,False,
1373,GM9 TRAFFIC INSTRUCTION SERIES,At Signals (Multi-Message Sign ONLY),GM-92B,1200x300,N,False,
780,SYMBOL SERIES,Bandicoot Symbol (Refer to Traffic Operations Section  of DPTI),IS123,420x350,Y,False,Original PDFs/780.pdf
781,SYMBOL SERIES,Duck Symbol (Refer to Traffic Operations Section of DPTI),IS134,350x350,Y,False,Original PDFs/781.pdf
782,SYMBOL SERIES,Mallee Fowl Symbol (Refer to Traffic Operations Section  of DPTI),IS135,350x350,Y,False,Original PDFs/782.pdf
881,SYMBOL SERIES,Swan Symbol (Refer to Traffic Operations Section of DPTI),IS147,280x350,Y,False,Original PDFs/881.pdf
644,R1 MOVEMENT SERIES,Stop (ARR-56),R1-1A | R1-1B,600x600 | 750x750,Y,False,Original PDFs/644.pdf
3,R1 MOVEMENT SERIES,"Give Way (ARR-67,70,71,122)",R1-2A | R1-2AA | R1-2B | R1-2C,750x750 | 375x375 | 900x900 | 1200x1200,Y,False,Original PDFs/3.pdf
4,R1 MOVEMENT SERIES,Roundabout (ARR-109),R1-3A | R1-3B,750x750 | 900x900,Y,False,Original PDFs/4.pdf
7,R2 DIRECTION SERIES,One Way (L or R),R2-2A      | R2-2B      | R2-2S     ,450x600 | 600x800 | 300x400,N,False,
654,R1 MOVEMENT SERIES,One Way (L or R) (ARR-98),R2-2A | R2-2B,450x600 | 600x800,Y,False,Original PDFs/654.pdf
680,R2 DIRECTION SERIES,"Keep Left or Keep Right (ARR-99,135)",R2-3A | R2-3AA | R2-3B,450x600 | 300x400 | 600x800,N,False,
8,R2 DIRECTION SERIES,No Entry,R2-4A | R2-4B | R2-4C | R2-4D | R2-4S,450x450 | 600x600 | 750x750 | 900x900 | 300x300,N,False,
683,R2 DIRECTION SERIES,No entry (ARR-100),R2-4A | R2-4AA | R2-4B | R2-4C | R2-4D,450x450 | 300x300 | 600x600 | 750x750 | 900x900,N,False,
9,R2 DIRECTION SERIES,No U Turn (ARR-39),R2-5A | R2-5AA | R2-5B | R2-5C | R2-5D,450x450 | 300x300 | 600x600 | 750x750 | 900x900,Y,False,Original PDFs/9.pdf
10,R2 DIRECTION SERIES,No Right Turn and No Left Turn (L or R),R2-6A | R2-6B | R2-6C | R2-6D | R2-6S,450x450 | 600x600 | 750x750 | 900x900 | 300x300,N,False,
684,R2 DIRECTION SERIES,No Right Turn or No Left Turn (ARR-91),R2-6A | R2-6AA | R2-6B | R2-6C | R2-6D,450x450 | 300x300 | 600x600 | 750x750 | 900x900,Y,False,Original PDFs/684.pdf
11,R2 DIRECTION SERIES,No Turns,R2-7A | R2-7B | R2-7S,450x600 | 600x800 | 300x400,N,False,
685,R2 DIRECTION SERIES,No Turns (ARR-98),R2-7A | R2-7AA | R2-7B,450x600 | 300x400 | 600x800,Y,False,Original PDFs/685.pdf
12,R2 DIRECTION SERIES,Left Lane Must Turn Left and Right Lane Must Turn Right (L or R) (ARR-88),R2-9A | R2-9AA | R2-9B | R2-9C,450x750 | 300x500 | 600x1000 | 900x1500,Y,False,Original PDFs/12.pdf
14,R2 DIRECTION SERIES,"Two Way (ARR-98,132,136)",R2-11A | R2-11B,450x600 | 600x800,N,False,
17,R2 DIRECTION SERIES,All Traffic Turn (L or R) (ARR-88 or 89),R2-14A | R2-14B,600x800 | 900x1200,N,False,
18,R2 DIRECTION SERIES,"U Turn Permitted (Approval required for use - refer to Manager, Traffic Services, DPTI) (ARR-40)",R2-15A | R2-15AA | R2-15B,450x600 | 300x400 | 600x800,Y,False,Original PDFs/18.pdf
20,R2 DIRECTION SERIES,One Way (Repeater),R2-17A | R2-17B | R2-17C,450x800 | 600x1050 | 900x1600,N,False,
22,R2 DIRECTION SERIES,Left Lane Must Exit,R2-19,800x1200,N,False,
688,R2 DIRECTION SERIES,"Left Turn on Red Permitted After Stopping (Approval required for use - refer to Manager, Traffic Services, DPTI) (ARR-59)",R2-20,450x800,N,False,
690,R2 DIRECTION SERIES,"Right Turn From Left Only (Used in R2-SA62) (Approval required for use - refer to Manager, Traffic Services, DPTI) (ARR-34)",R2-21 | R2-21AA,800x1100 | 300x400,Y,False,Original PDFs/690.pdf
26,R2 DIRECTION SERIES,"No Hook Turn by Bicycles (Approval required for use - refer to Manager, Traffic Services, DPTI) (ARR-36)",R2-22,750x750,N,False,
1301,R2 DIRECTION SERIES,Keep Left (used ONLY where back to back median is installed) ,R2-SA3,150x1150,Y,False,Original PDFs/1301.pdf
673,R2 DIRECTION SERIES,Left Lane Must Turn Left Buses & Bicycles Excepted,R2-SA50A | R2-SA50B,450x1050 | 600x1400,Y,False,Original PDFs/673.pdf
27,R2 DIRECTION SERIES,No Right Turn with single time period Mon - Frid,R2-SA51-1A | R2-SA51-1B | R2-SA51-1C | R2-SA51-1S,450x750 | 600x1000 | 900x1500 | 300x500,Y,False,Original PDFs/27.pdf
28,R2 DIRECTION SERIES,No Right Turn with two time periods Mon - Fri,R2-SA51-2A | R2-SA51-2B | R2-SA51-2C | R2-SA51-2S,450x900 | 600x1200 | 900x1800 | 300x600,Y,False,Original PDFs/28.pdf
31,R2 DIRECTION SERIES,Right Lane Buses Only,R2-SA57,600x750,Y,False,Original PDFs/31.pdf
32,R2 DIRECTION SERIES,No U Turn with single time period Mon - Fri,R2-SA60-1A | R2-SA60-1AA | R2-SA60-1B | R2-SA60-1C,450x750 | 300x500 | 600x1000 | 900x1500,Y,False,Original PDFs/32.pdf
33,R2 DIRECTION SERIES,No U Turn with two time periods Mon - Fri,R2-SA60-2A | R2-SA60-2AA | R2-SA60-2B | R2-SA60-2C,450x900 | 300x600 | 600x1200 | 900x1800,Y,False,Original PDFs/33.pdf
691,R2 DIRECTION SERIES,"Right Turn From Left Only Adelaide Metro Buses Only without Times (Approval required for use - refer to Manager, Traffic Services, DPTI)",R2-SA61,300x700,Y,False,Original PDFs/691.pdf
34,R2 DIRECTION SERIES,"Right Turn From Left Only Adelaide Metro Buses Only with Times (Approval required for use - refer to Manager, Traffic Services, DPTI)",R2-SA62,300x1000,Y,False,Original PDFs/34.pdf
35,R2 DIRECTION SERIES,No Entry-Emergency & Maintenance Vehicles Excepted Gate X,R2-SA101,900x600,Y,False,Original PDFs/35.pdf
636,R2 DIRECTION SERIES,Left Turn (Right Turn) Give Way To Pedestrians & Cyclists (Replaces R2-10) ,R2-SA102,750x750,Y,False,Original PDFs/636.pdf
37,R2 DIRECTION SERIES,No Entry To Busway,R2-SA103A | R2-SA103B | R2-SA103C,600x960 | 750x1200 | 900x1440,Y,False,Original PDFs/37.pdf
39,R3 PEDESTRIAN SERIES,Pedestrian Crossing ,R3-1A | R3-1B | R3-1C,600x600 | 750x750 | 900x900,N,False,
40,R3 PEDESTRIAN SERIES,"Safety Zone (ARR-162,190)(Approval required for use - refer to Manager, Traffic Services, DPTI)",R3-2A | R3-2B,450x450 | 600x600,N,False,
41,R3 PEDESTRIAN SERIES,Children crossing (flag) (ARR-80),R3-3,600x600,N,False,
43,R3 PEDESTRIAN SERIES,"Pedestrians May Cross Diagonally (L or R) (Approval required for use - refer to Manager, Traffic Services, DPTI) (ARR-230,234)",R3-5A | R3-5B,90x110 | 300x400,N,False,
44,R3 PEDESTRIAN SERIES,Koala Pedestrian Crossing . Formerly R4-SA56 (ARR-80),R3-SA56A | R3-SA56B,450x1200 | 600x1600,Y,False,Original PDFs/44.pdf
1527,R3 PEDESTRIAN SERIES,Children Crossing - 25 When Lights Flashing,R3-SA57A | R3-SA57B,650x1400 | 800x1800,Y,False,Original PDFs/1527.pdf
45,R3 PEDESTRIAN SERIES,School Zone Speed Limit. Formerly R4-SA58 (ARR-23),R3-SA58A | R3-SA58B,450x1555 | 600x2070,Y,False,Original PDFs/45.pdf
47,R4 SPEED SERIES,"Speed Restriction (Approval required for use - refer to Manager, Traffic Services Section DIT) (ARR-21,316)",R4-1A | R4-1B | R4-1C | R4-1D,450x600 | 600x800 | 900x1200 | 1200x1600,Y,False,Original PDFs/47.pdf
49,R4 SPEED SERIES,Roadwork,R4-3A | R4-3B | R4-3C,450x300 | 600x400 | 900x600,N,False,
50,R4 SPEED SERIES,"Shared Zone (Approval required for use - refer to Manager, Traffic Services, DPTI) (ARR-24)",R4-4,450x750,N,False,
51,R4 SPEED SERIES,"End Shared Zone (Approval required for use - refer to Manager, Traffic Services Section of DIT) (ARR-24)",R4-5,450x750,N,False,
54,R4 SPEED SERIES,"Speed Limit Area  (Approval required for use - refer to Manager, Traffic Services Section of DIT) (ARR-22)",R4-10A | R4-10B,450x750 | 600x1000,N,False,
55,R4 SPEED SERIES,"End Speed Limit Area (Approval required for use - refer to Manager, Traffic Services Section of DIT) (ARR-22)",R4-11A | R4-11B,450x750 | 600x1000,N,False,
56,R4 SPEED SERIES,"End Speed Restriction (Approval required for use - refer to Manager, Traffic Services Section of DIT) (ARR-21)",R4-12B | R4-12C,600x1000 | 800x1334,Y,False,Original PDFs/56.pdf
1472,R4 SPEED SERIES,End Speed Limit Area,R4-13A | R4-13B,450x150 | 600x200,N,False,
1459,R4 SPEED SERIES,You Are Within A 40 Area,R4-14(Illus.),450x750,Y,False,Original PDFs/1459.pdf
57,R4 SPEED SERIES,End School Zone Speed Limit (ARR-23),R4-SA59A | R4-SA59B,450x900 | 600x1200,Y,False,Original PDFs/57.pdf
58,R4 SPEED SERIES,End School Zone (km/h) Area,R4-SA60A | R4-SA60B,450x900 | 600x1200,Y,False,Original PDFs/58.pdf
1196,R4 SPEED SERIES,"End School Zone - End (km/h) Area (Approval required for use - refer to Manager, Traffic Services, DPTI)",R4-SA61A | R4-SA61B,450x1050 | 600x1400,Y,False,Original PDFs/1196.pdf
1189,R4 SPEED SERIES,Speed Limit - Line Marking (Use on Vehicle Mounted Frames only for Mobile Work Sites),R4-SA100,1200x450,Y,False,Original PDFs/1189.pdf
1190,R4 SPEED SERIES,End Speed Limit  (Use on Vehicle Mounted Frames only for Mobile Work Sites),R4-SA101,1200x450,Y,False,Original PDFs/1190.pdf
