code,title,section,family,vector_set,eps,jpg,svg
513-11,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 2-streifig nach links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
513-12,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 3-streifig nach links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-513/513-12.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_OHNE_GEGENVERKEHR_3_STREIFIG_N_513-12.svg
513-13,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 4-streifig nach links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-513/513-13.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_OHNE_GEGENVERKEHR_4_STREIFIG_N_513-13.svg
513-14,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 5-streifig nach links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-513/513-14.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_OHNE_GEGENVERKEHR_5_STREIFIG_N_513-14.svg
513-20,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 1-streifig nach rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
513-21,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 2-streifig nach rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
513-22,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 3-streifig nach rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-513/513-22.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_OHNE_GEGENVERKEHR_3_STREIFIG_N_513-22.svg
513-23,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 4-streifig nach rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-513/513-23.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_OHNE_GEGENVERKEHR_4_STREIFIG_N_513-23.svg
513-24,Verschwenkungstafel kurze Verschwenkung - ohne Gegenverkehr - 5-streifig nach rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-513/513-24.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_OHNE_GEGENVERKEHR_5_STREIFIG_N_513-24.svg
514,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,514.jpg,
514-10,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 1- streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,514-10.jpg,
514-11,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 2- streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-11.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_2__514-11.svg
514-12,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 3- streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-12.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_3__514-12.svg
514-13,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 1- streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-13.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_1__514-13.svg
514-14,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 2- streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-14.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_2__514-14.svg
514-15,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 3- streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-15.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_3__514-15.svg
514-16,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 1- streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-16.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_1__514-16.svg
514-17,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 2- streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-17.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_2__514-17.svg
514-18,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach links 3- streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-18.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_LINKS_3__514-18.svg
514-20,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 1- streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
514-21,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 2- streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-21.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_2_514-21.svg
514-22,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 3- streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-22.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_3_514-22.svg
514-23,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 1- streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-23.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_1_514-23.svg
514-24,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 2- streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-24.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_2_514-24.svg
514-25,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 3- streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-25.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_3_514-25.svg
514-26,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 1- streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-26.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_1_514-26.svg
514-27,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 2- streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-27.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_2_514-27.svg
514-28,Verschwenkungstafel kurze Verschwenkung - mit Gegenverkehr – nach rechts 3- streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-514/514-28.eps,,VERSCHWENKUNGSTAFEL_KURZE_VERSCHWENKUNG_MIT_GEGENVERKEHR_NACH_RECHTS_3_514-28.svg
515,Verschwenkungstafel - ohne Gegenverkehr mit integriertem Zeichen 264,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
515-11,Verschwenkungstafel - ohne Gegenverkehr mit integriertem Zeichen 264 - 2-streifig nach links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Musterdateien,Musterdateien/eps/515-11.EPS,515-11.jpg,VERSCHWENKUNGSTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEM_ZEICHEN_264_2_S_515-11.svg
515-12,Verschwenkungstafel - ohne Gegenverkehr mit integriertem Zeichen 264 - 3-streifig nach links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
515-21,Verschwenkungstafel - ohne Gegenverkehr mit integriertem Zeichen 264 - 2-streifig nach rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
515-22,Verschwenkungstafel - ohne Gegenverkehr mit integriertem Zeichen 264 - 3-streifig nach rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
521,Fahrstreifentafel - ohne Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
521-30,Fahrstreifentafel - ohne Gegenverkehr - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,521-30.jpg,
521-31,Fahrstreifentafel - ohne Gegenverkehr - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
521-32,Fahrstreifentafel - ohne Gegenverkehr - 4-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
521-33,Fahrstreifentafel - ohne Gegenverkehr - 5-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522,Fahrstreifentafel - mit Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-30,Fahrstreifentafel - mit Gegenverkehr - 1-streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-31,Fahrstreifentafel - mit Gegenverkehr - 2-streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,522-31.jpg,
522-32,Fahrstreifentafel - mit Gegenverkehr - 1-streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-33,Fahrstreifentafel - mit Gegenverkehr - 2-streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-34,Fahrstreifentafel - mit Gegenverkehr - 3-streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-35,Fahrstreifentafel - mit Gegenverkehr - 2-streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-36,Fahrstreifentafel - mit Gegenverkehr - 3-streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-37,Fahrstreifentafel - mit Gegenverkehr - 3-streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
522-38,Fahrstreifentafel - mit Gegenverkehr - 1-streifig in Fahrtrichtung und 3-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
523,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 274,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,523.jpg,
523-30,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 274 - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,523-30.jpg,
523-31,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 274 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
524,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 253,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,524.jpg,
524-30,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 253 - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
524-31,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 253 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,524-31.jpg,
524-32,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 253 - 4-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
524-33,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 253 - 5-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
525,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 275,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
525-31,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 275 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,525-31.jpg,
526,Fahrstreifentafel - mit Gegenverkehr mit integriertem Zeichen 275,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
526-31,Fahrstreifentafel - mit Gegenverkehr mit integriertem Zeichen 275 - 2-streifig in Fahrtrichtung und 1-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,526-31.jpg,
526-33,Fahrstreifentafel - mit Gegenverkehr mit integriertem Zeichen 275 - 2-streifig in Fahrtrichtung und 2-streifig in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
527,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 262,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
527-30,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 262 - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-527/527-30.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEN_ZEICHEN_262_2_STR_527-30.svg
527-31,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 262 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-527/527-31.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEN_ZEICHEN_262_3_STR_527-31.svg
528,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 263,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
528-30,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 263 - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-528/528-30.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEN_ZEICHEN_263_2_STR_528-30.svg
528-31,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 263 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-528/528-31.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEN_ZEICHEN_263_3_STR_528-31.svg
529,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 265,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
529-30,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 265 - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-529/529-30.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEN_ZEICHEN_265_2_STR_529-30.svg
529-31,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 265 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-529/529-31.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEN_ZEICHEN_265_3_STR_529-31.svg
531,Einengungstafel - ohne Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-10,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 2 auf 1 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,531-10.jpg,
531-11,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 3 auf 2 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-12,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 4 auf 3 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-13,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 5 auf 4 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-14,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 3 auf 1 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-531/531-14.eps,,EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_RECHTS_VON_3_AUF_1_FAHRSTREIF_531-14.svg
531-15,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 4 auf 2 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-531/531-15.eps,,EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_RECHTS_VON_4_AUF_2_FAHRSTREIF_531-15.svg
531-16,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 5 auf 3 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-531/531-16.eps,,EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_RECHTS_VON_5_AUF_3_FAHRSTREIF_531-16.svg
531-20,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 2 auf 1 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-21,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 3 auf 2 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-22,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 4 auf 3 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-23,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 5 auf 4 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
531-24,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 3 auf 1 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-531/531-24.eps,,EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_LINKS_VON_3_AUF_1_FAHRSTREIFE_531-24.svg
531-25,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 4 auf 2 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-531/531-25.eps,,EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_LINKS_VON_4_AUF_2_FAHRSTREIFE_531-25.svg
531-26,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 5 auf 3 Fahrstreifen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-531/531-26.eps,,EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_LINKS_VON_5_AUF_3_FAHRSTREIFE_531-26.svg
532,Einengungstafel - mit Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
532-10,"Einengungstafel - mit Gegenverkehr - Einzug rechts, noch 1 Fahrstreifen und 1 Fahrstreifen in Gegenrichtung",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,532-10.jpg,
532-20,"Einengungstafel - mit Gegenverkehr - Einzug links, noch 1 Fahrstreifen und 1 Fahrstreifen in Gegenrichtung",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
532-21,"Einengungstafel - mit Gegenverkehr - Einzug links, noch 1 Fahrstreifen und 2 Fahrstreifen in Gegenrichtung",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
533,Trennungstafel,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,533.jpg,
533-20,Trennungstafel - 2-streifig durchgehend und 1-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,533-20.jpg,
533-21,Trennungstafel - 3-streifig durchgehend und 1-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
533-22,Trennungstafel - 2-streifig durchgehend und 2-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-22.eps,,TRENNUNGSTAFEL_2_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-22.svg
533-23,Trennungstafel - 3-streifig durchgehend und 2-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-23.eps,,TRENNUNGSTAFEL_3_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-23.svg
533-24,Trennungstafel - 4-streifig durchgehend und 1-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-24.eps,,TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_RECHTS_AB_533-24.svg
533-25,Trennungstafel - 4-streifig durchgehend und 2-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-25.eps,,TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-25.svg
533-26,Trennungstafel - 4-streifig durchgehend und 3-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-26.eps,,TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_3_STREIFIG_RECHTS_AB_533-26.svg
533-27,Trennungstafel - 5-streifig durchgehend und 1-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-27.eps,,TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_RECHTS_AB_533-27.svg
533-28,Trennungstafel - 5-streifig durchgehend und 2-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-28.eps,,TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-28.svg
