code,title,section,family,vector_set,eps,jpg,svg
533-29,Trennungstafel - 5-streifig durchgehend und 3-streifig rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-29.eps,,TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_3_STREIFIG_RECHTS_AB_533-29.svg
533-60,Trennungstafel - 2-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-60.eps,,TRENNUNGSTAFEL_2_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-60.svg
533-61,Trennungstafel - 3-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-61.eps,,TRENNUNGSTAFEL_3_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-61.svg
533-62,Trennungstafel - 4-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-62.eps,,TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-62.svg
533-63,Trennungstafel - 5-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-533/533-63.eps,,TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-63.svg
535,Einengungstafel - ohne Gegenverkehr mit integrierten Zeichen 279,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
535-11,"Einengungstafel - ohne Gegenverkehr mit integrierten Zeichen 279 - Einzug rechts, noch 2 Fahrstreifen in Fahrtrichtung",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,535-11.jpg,
535-21,"Einengungstafel - ohne Gegenverkehr mit integrierten Zeichen 279 - Einzug links, noch 2 Fahrstreifen in Fahrtrichtung",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
536,Einengungstafel - mit Gegenverkehr mit integriertem Zeichen 279,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
536-20,"Einengungstafel - mit Gegenverkehr mit integriertem Zeichen 279 - Einzug links, noch 1 Fahrstreifen und 1 Fahrstreifen in Gegenrichtung",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,536-20.jpg,
536-21,"Einengungstafel - mit Gegenverkehr mit integriertem Zeichen 279 - Einzug links, noch 1 Fahrstreifen und 2 Fahrstreifen in Gegenrichtung",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
537,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 278,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,537.jpg,
537-30,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 278 - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,537-30.jpg,
537-31,Fahrstreifentafel - ohne Gegenverkehr mit integrierten Zeichen 278 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
538,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 282,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
538-30,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 282 - 2-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-538/538-30.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEM_ZEICHEN_282_2_STR_538-30.svg
538-31,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 282 - 3-streifig in Fahrtrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-538/538-31.eps,,FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEM_ZEICHEN_282_3_STR_538-31.svg
541,Aufweitungstafel - ohne Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
541-10,Aufweitungstafel - ohne Gegenverkehr - 1-streifig plus Fahrstreifen links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
541-11,Aufweitungstafel - ohne Gegenverkehr - 2-streifig plus Fahrstreifen links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,541-11.jpg,
541-12,Aufweitungstafel - ohne Gegenverkehr - 3-streifig plus Fahrstreifen links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-541/541-12.eps,,AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_3_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_541-12.svg
541-13,Aufweitungstafel - ohne Gegenverkehr - 4-streifig plus Fahrstreifen links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-541/541-13.eps,,AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_4_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_541-13.svg
541-20,Aufweitungstafel - ohne Gegenverkehr - 1-streifig plus Fahrstreifen rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
541-21,Aufweitungstafel - ohne Gegenverkehr - 2-streifig plus Fahrstreifen rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
541-22,Aufweitungstafel - ohne Gegenverkehr - 3-streifig plus Fahrstreifen rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-541/541-22.eps,,AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_3_STREIFIG_PLUS_FAHRSTREIFEN_RECHTS_541-22.svg
541-23,Aufweitungstafel - ohne Gegenverkehr - 4-streifig plus Fahrstreifen rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-541/541-23.eps,,AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_4_STREIFIG_PLUS_FAHRSTREIFEN_RECHTS_541-23.svg
542,Aufweitungstafel - mit Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
542-10,Aufweitungstafel - mit Gegenverkehr - 1-streifig plus Fahrstreifen links und 1 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,542-10.jpg,
542-11,Aufweitungstafel - mit Gegenverkehr - 1-streifig plus Fahrstreifen links und 2 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
542-12,Aufweitungstafel - mit Gegenverkehr - 2-streifig plus Fahrstreifen links und 1 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-542/542-12.eps,,AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_2_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-12.svg
542-13,Aufweitungstafel - mit Gegenverkehr - 2-streifig plus Fahrstreifen links und 2 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-542/542-13.eps,,AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_2_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-13.svg
542-14,Aufweitungstafel - mit Gegenverkehr - 1-streifig plus Fahrstreifen links und 3 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-542/542-14.eps,,AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_1_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-14.svg
542-15,Aufweitungstafel - mit Gegenverkehr - 2-streifig plus Fahrstreifen links und 3 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-542/542-15.eps,,AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_2_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-15.svg
545,Aufweitungstafel - ohne Gegenverkehr mit integrierten Zeichen 275,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
545-11,Aufweitungstafel - ohne Gegenverkehr mit integrierten Zeichen 275 - 2-streifig plus Fahrstreifen links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,545-11.jpg,
546,Aufweitungstafel - mit Gegenverkehr mit integriertem Zeichen 275,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
546-10,Aufweitungstafel - mit Gegenverkehr mit integriertem Zeichen 275 - 1-streifig plus Fahrstreifen links und 1 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,546-10.jpg,
546-11,Aufweitungstafel - mit Gegenverkehr mit integriertem Zeichen 275 - 1-streifig plus Fahrstreifen links und 2 Fahrstreifen in Gegenrichtung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
550,Zusammenführungstafel - an durchgehender Strecke,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,550.jpg,
550-20,Zusammenführungstafel - an durchgehender Strecke - 1-streifig plus 1 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
550-21,Zusammenführungstafel - an durchgehender Strecke - 2-streifig plus 1 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,550-21.jpg,
550-22,Zusammenführungstafel - an durchgehender Strecke - 3-streifig plus 1 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
550-23,Zusammenführungstafel - an durchgehender Strecke - 2-streifig plus 2 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
550-24,Zusammenführungstafel - an durchgehender Strecke - 3-streifig plus 2 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
550-25,Zusammenführungstafel - an durchgehender Strecke - 4-streifig plus 1 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-550/550-25.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_4_STREIFIG_PLUS_1_FAHR_550-25.svg
550-26,Zusammenführungstafel - an durchgehender Strecke - 4-streifig plus 2 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-550/550-26.EPS,,ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_4_STREIFIG_PLUS_2_FAHR_550-26.svg
550-27,Zusammenführungstafel - an durchgehender Strecke - 4-streifig plus 3 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-550/550-27.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_4_STREIFIG_PLUS_3_FAHR_550-27.svg
550-28,Zusammenführungstafel - an durchgehender Strecke - 5-streifig plus 1 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-550/550-28.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_5_STREIFIG_PLUS_1_FAHR_550-28.svg
550-29,Zusammenführungstafel - an durchgehender Strecke - 5-streifig plus 2 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-550/550-29.EPS,,ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_5_STREIFIG_PLUS_2_FAHR_550-29.svg
550-60,Zusammenführungstafel - an durchgehender Strecke - 5-streifig plus 3 Fahrstreifen von rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-550/550-60.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_5_STREIFIG_PLUS_3_FAHR_550-60.svg
551,Zusammenführungstafel - an einmündender Strecke,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
551-20,Zusammenführungstafel - an einmündender Strecke - 1-streifig einmündend plus 1-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
551-21,Zusammenführungstafel - an einmündender Strecke - 1-streifig einmündend plus 2-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,551-21.jpg,
551-22,Zusammenführungstafel - an einmündender Strecke - 2-streifig einmündend plus 2-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
551-23,Zusammenführungstafel - an einmündender Strecke - 2-streifig einmündend plus 3-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
551-24,Zusammenführungstafel - an einmündender Strecke - 1-streifig einmündend plus 3-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
551-25,Zusammenführungstafel - an einmündender Strecke - 1-streifig einmündend plus 4-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-551/551-25.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_1_STREIFIG_EINMUENDEND_551-25.svg
551-26,Zusammenführungstafel - an einmündender Strecke - 2-streifig einmündend plus 4-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-551/551-26.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_2_STREIFIG_EINMUENDEND_551-26.svg
551-27,Zusammenführungstafel - an einmündender Strecke - 3-streifig einmündend plus 4-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-551/551-27.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_3_STREIFIG_EINMUENDEND_551-27.svg
551-28,Zusammenführungstafel - an einmündender Strecke - 1-streifig einmündend plus 5-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
551-29,Zusammenführungstafel - an einmündender Strecke - 2-streifig einmündend plus 5-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-551/551-29.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_2_STREIFIG_EINMUENDEND_551-29.svg
551-60,Zusammenführungstafel - an einmündender Strecke - 3-streifig einmündend plus 5-streifig durchgehend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),VLT 2021,VLT 2021/Z-551/551-60.eps,,ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_3_STREIFIG_EINMUENDEND_551-60.svg
590,Blockumfahrung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
590-10,"Blockumfahrung rechts, links, links",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,590-10.jpg,
590-11,"Blockumfahrung rechts, rechts, rechts",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
600,Absperrschranke,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-30,Absperrschranke - 100 x 800,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-31,Absperrschranke - 100 x 1200,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-32,Absperrschranke - 100 x 1600,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-33,Absperrschranke - 250 x 1200,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-34,Absperrschranke - 250 x 1600,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-35,Absperrschranke - 250 x 2000,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-36,Absperrschranke - 250 x 2400,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-37,Absperrschranke - 500 x 1600,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-38,Absperrschranke - 500 x 2000,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-39,Absperrschranke - 500 x 2400,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-50,Absperrschranke - 100 x 2000,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-51,Absperrschranke - 100 x 2400,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-52,Absperrschranke - 250 x 800,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
600-60,Sperrpfosten (Schraffur waagerecht),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,600-60.jpg,
605,Leitbake,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-10,Leitbake - Schraffenbake - Aufstellung rechts,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,605-10.jpg,
605-11,Leitbake - Pfeilbake - Aufstellung rechts,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),Musterdateien,Musterdateien/eps/605-11.EPS,605-11.jpg,LEITBAKE_PFEILBAKE_AUFSTELLUNG_RECHTS_605-11.svg
605-12,Leitbake - Warnbake - Aufstellung rechts,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,605-12.jpg,
605-13,Leitbake - Warnlichtbake - Aufstellung rechts,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,605-13.jpg,
605-14,Leitbake - Warnlichtbake mit integriertem Zeichen 222 - Aufstellung rechts mit Zeichen 222-10,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,605-14.jpg,
605-20,Leitbake - Schraffenbake - Aufstellung links,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-21,Leitbake - Pfeilbake - Aufstellung links,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-22,Leitbake - Warnbake - Aufstellung links,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-23,Leitbake - Warnlichtbake - Aufstellung links,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-24,Leitbake - Warnlichtbake mit integriertem Zeichen 222 - Aufstellung links mit Zeichen 222,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-40,Leitbake - Schraffenbake - doppelseitig (-10/ -20),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-41,Leitbake - Schraffenbake - doppelseitig (-20/ -20),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-42,Leitbake - Pfeilbake - doppelseitig (-11/ -21),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-43,Leitbake - Pfeilbake - doppelseitig (-21/ -21),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-44,Leitbake - Warnbake - doppelseitig (-12/ -22),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
605-45,Leitbake - Warnbake - doppelseitig (-22/ -22),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
610,Leitkegel,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
610-40,Leitkegel - Höhe = 300 (Ringhöhe 55 mm),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
610-41,Leitkegel - Höhe = 500 (Ringhöhe 85 mm),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,610-41.jpg,
610-42,Leitkegel - Höhe = 750 (Ringhöhe 130 mm),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
610-43,Leitkegel - Höhe = 1000 (Ringhöhe 180 mm),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
615,Fahrbare Absperrtafel,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,615.jpg,
616,Fahrbare Absperrtafel mit Blinkpfeil,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
616-30,Fahrbare Absperrtafel mit Blinkpfeil - große Ausführung (3600 x 2200),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,616-30.jpg,
616-31,Fahrbare Absperrtafel mit Blinkpfeil - kleine Ausführung (2500 x 1700),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
620,Leitpfosten,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
620-40,Leitpfosten - rechts,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,620-40.jpg,
620-41,Leitpfosten - links,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,620-41.jpg,
625,Richtungstafel in Kurven,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
625-10,Richtungstafel in Kurven - linksweisend: 500 x 500,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
625-11,Richtungstafel in Kurven - linksweisend: 500 x 1500,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,625-11.jpg,
625-12,Richtungstafel in Kurven - linksweisend: 500 x 2000,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
625-13,Richtungstafel in Kurven - linksweisend: 500 x 2500,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
625-14,Richtungstafel in Kurven - linksweisend:700 x 700,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
625-15,Richtungstafel in Kurven - linksweisend: 700 x 2100,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
625-16,Richtungstafel in Kurven - linksweisend: 700 x 2800,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
625-17,Richtungstafel in Kurven - linksweisend: 700 x 3500,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
