code,name,family,file,edition,drawn_size,notes
R4-1,DO NOT PASS,Regulatory Signs,DO_NOT_PASS_R4-1.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-1 in the 2004/2012 sheets (2024 table has no marker)
R4-10,RUNAWAY VEHICLES ONLY,Regulatory Signs,RUNAWAY_VEHICLES_ONLY_R4-10.svg,2024 Edition,48.0x48.0 in,
R4-11,BICYCLE MAY USE FULL LANE,Regulatory Signs,BICYCLE_MAY_USE_FULL_LANE_R4-11.svg,2012 Supplement,30.0x30.0 in,scale from the drawing's overall width dimension (30.0 in)
R4-12,SLOW VEHICLES WITH XX OR MORE FOLLOWING VEHICLES MUST USE TURN-OUT,Regulatory Signs,SLOW_VEHICLES_WITH_XX_OR_MORE_FOLLOWING_VEHICLES_MUST_USE_TURN_OUT_R4-12.svg,2024 Edition,42.0x24.0 in,"size 42 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R4-13,SLOW VEHICLES MUST USE TURN-OUT AHEAD,Regulatory Signs,SLOW_VEHICLES_MUST_USE_TURN_OUT_AHEAD_R4-13.svg,2024 Edition,42.0x24.0 in,
R4-14,SLOW VEHICLES MUST TURN OUT,Regulatory Signs,SLOW_VEHICLES_MUST_TURN_OUT_R4-14.svg,2024 Edition,30.0x42.0 in,
R4-16,KEEP RIGHT EXCEPT TO PASS,Regulatory Signs,KEEP_RIGHT_EXCEPT_TO_PASS_R4-16.svg,2024 Edition,12.0x15.0 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R4-17,DO NOT DRIVE ON SHOULDER,Regulatory Signs,DO_NOT_DRIVE_ON_SHOULDER_R4-17.svg,2024 Edition,18.0x22.5 in,size 18 in: conventional-road row for R4-17 in the 2004/2012 sheets (2024 table has no marker)
R4-18,DO NOT PASS ON SHOULDER,Regulatory Signs,DO_NOT_PASS_ON_SHOULDER_R4-18.svg,2024 Edition,18.0x22.5 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R4-19,BICYCLE PASSING CLEARANCE,Regulatory Signs,BICYCLE_PASSING_CLEARANCE_R4-19.svg,2024 Edition,30.0x30.0 in,
R4-2,PASS WITH CARE,Regulatory Signs,PASS_WITH_CARE_R4-2.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-2 in the 2004/2012 sheets (2024 table has no marker)
R4-20L,ALL TRAFFIC,Regulatory Signs,ALL_TRAFFIC_R4-20L.svg,2024 Edition,24.0x30.0 in,scaled from the dimensioned R4-20R drawing (thumbnail)
R4-20R,ALL TRAFFIC,Regulatory Signs,ALL_TRAFFIC_R4-20R.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R4-21L,LEFT TURN ONLY,Regulatory Signs,LEFT_TURN_ONLY_R4-21L.svg,2024 Edition,24.0x30.0 in,
R4-21R,RIGHT TURN ONLY,Regulatory Signs,RIGHT_TURN_ONLY_R4-21R.svg,2024 Edition,24.0x30.0 in,
R4-3,SLOWER TRAFFIC KEEP RIGHT,Regulatory Signs,SLOWER_TRAFFIC_KEEP_RIGHT_R4-3.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-3 in the 2004/2012 sheets (2024 table has no marker)
R4-4,BEGIN RIGHT TURN LANE YIELD TO BIKES,Regulatory Signs,BEGIN_RIGHT_TURN_LANE_YIELD_TO_BIKES_R4-4.svg,2024 Edition,36.0x30.0 in,
R4-5,TRUCKS USE RIGHT LANE,Regulatory Signs,TRUCKS_USE_RIGHT_LANE_R4-5.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-5 in the 2004/2012 sheets (2024 table has no marker)
R4-6,TRUCK LANE 500 FEET,Regulatory Signs,TRUCK_LANE_500_FEET_R4-6.svg,2004 Edition,24.0x30.0 in,
R4-7,KEEP RIGHT,Regulatory Signs,KEEP_RIGHT_R4-7.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-7 in the 2004/2012 sheets (2024 table has no marker)
R4-7a,KEEP RIGHT,Regulatory Signs,KEEP_RIGHT_R4-7a.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-7a in the 2004/2012 sheets (2024 table has no marker)
R4-7b,KEEP RIGHT,Regulatory Signs,KEEP_RIGHT_R4-7b.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-7b in the 2004/2012 sheets (2024 table has no marker)
R4-7c,NARROW KEEP RIGHT,Regulatory Signs,NARROW_KEEP_RIGHT_R4-7c.svg,2024 Edition,18.0x30.0 in,
R4-8,KEEP LEFT,Regulatory Signs,KEEP_LEFT_R4-8.svg,2024 Edition,18.0x22.5 in,size 18 in: conventional-road row for R4-8 in the 2004/2012 sheets (2024 table has no marker)
R4-8a,KEEP LEFT,Regulatory Signs,KEEP_LEFT_R4-8a.svg,2024 Edition,18.0x22.5 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R4-8b,KEEP LEFT,Regulatory Signs,KEEP_LEFT_R4-8b.svg,2024 Edition,18.0x22.5 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R4-8c,NARROW KEEP LEFT,Regulatory Signs,NARROW_KEEP_LEFT_R4-8c.svg,2024 Edition,18.0x30.0 in,
R4-9,STAY IN LANE,Regulatory Signs,STAY_IN_LANE_R4-9.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R4-9 in the 2004/2012 sheets (2024 table has no marker)
R4-9a,STAY IN LANE TO MERGE POINT,Regulatory Signs,STAY_IN_LANE_TO_MERGE_POINT_R4-9a.svg,2024 Edition,36.0x48.0 in,
R5-1,DO NOT ENTER,Regulatory Signs,DO_NOT_ENTER_R5-1.svg,2024 Edition,30.0x30.0 in,size 30 in: conventional-road row for R5-1 in the 2004/2012 sheets (2024 table has no marker)
R5-10,"NO PEDESTRIANS, BICYCLES,",Regulatory Signs,NO_PEDESTRIANS_BICYCLES_R5-10.svg,2024 Edition,30.0x36.0 in,
R5-10a,"NO PEDESTRIANS, BICYCLES,",Regulatory Signs,NO_PEDESTRIANS_BICYCLES_R5-10a.svg,2024 Edition,30.0x36.0 in,
R5-10b,NO PEDESTRIANS OR BICYCLES,Regulatory Signs,NO_PEDESTRIANS_OR_BICYCLES_R5-10b.svg,2024 Edition,30.0x18.0 in,
R5-10c,NO PEDESTRIANS,Regulatory Signs,NO_PEDESTRIANS_R5-10c.svg,2024 Edition,24.0x12.0 in,
R5-10dP,ON FREEWAY (PLAQUE),Regulatory Signs,ON_FREEWAY_PLAQUE_R5-10dP.svg,2024 Edition,24.0x6.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R5-11,AUTHORIZED VEHICLES ONLY,Regulatory Signs,AUTHORIZED_VEHICLES_ONLY_R5-11.svg,2024 Edition,30.0x24.0 in,
R5-12,NO THRU TRAFFIC,Regulatory Signs,NO_THRU_TRAFFIC_R5-12.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R5-1a,WRONG WAY,Regulatory Signs,WRONG_WAY_R5-1a.svg,2024 Edition,36.0x24.0 in,size 36 in: conventional-road row for R5-1a in the 2004/2012 sheets (2024 table has no marker)
R5-1b,BICYCLE WRONG WAY,Regulatory Signs,BICYCLE_WRONG_WAY_R5-1b.svg,2024 Edition,12.0x18.0 in,
R5-2,NO TRUCKS,Regulatory Signs,NO_TRUCKS_R5-2.svg,2024 Edition,24.0x24.0 in,size 24 in: conventional-road row for R5-2 in the 2004/2012 sheets (2024 table has no marker)
R5-2a,NO TRUCKS,Regulatory Signs,NO_TRUCKS_R5-2a.svg,2004 Edition,24.0x24.0 in,
R5-2aP,EXCEPT LOCAL DELIVERY (PLAQUE),Regulatory Signs,EXCEPT_LOCAL_DELIVERY_PLAQUE_R5-2aP.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R5-2b,NO THRU TRUCKS,Regulatory Signs,NO_THRU_TRUCKS_R5-2b.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R5-3,NO MOTOR VEHICLES,Regulatory Signs,NO_MOTOR_VEHICLES_R5-3.svg,2024 Edition,24.0x24.0 in,
R5-4,NO COMMERCIAL VEHICLES,Regulatory Signs,NO_COMMERCIAL_VEHICLES_R5-4.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R5-4 in the 2004/2012 sheets (2024 table has no marker)
R5-5,NO VEHICLES WITH LUGS,Regulatory Signs,NO_VEHICLES_WITH_LUGS_R5-5.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R5-5 in the 2004/2012 sheets (2024 table has no marker)
R5-6,NO BICYCLES,Regulatory Signs,NO_BICYCLES_R5-6.svg,2024 Edition,24.0x24.0 in,size 24 in: conventional-road row for R5-6 in the 2004/2012 sheets (2024 table has no marker)
R5-7,NO NON-MOTORIZED TRAFFIC,Regulatory Signs,NO_NON_MOTORIZED_TRAFFIC_R5-7.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for R5-7 in the 2004/2012 sheets (2024 table has no marker)
R5-8,NO MOTOR-DRIVEN CYCLES,Regulatory Signs,NO_MOTOR_DRIVEN_CYCLES_R5-8.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for R5-8 in the 2004/2012 sheets (2024 table has no marker)
R6-1L,ONE WAY,Regulatory Signs,ONE_WAY_R6-1L.svg,2024 Edition,36.0x12.0 in,size 36 in: conventional-road row for R6-1 in the 2004/2012 sheets (2024 table has no marker)
R6-1R,ONE WAY,Regulatory Signs,ONE_WAY_R6-1R.svg,2024 Edition,36.0x12.0 in,size 36 in: conventional-road row for R6-1 in the 2004/2012 sheets (2024 table has no marker)
R6-2L,ONE WAY,Regulatory Signs,ONE_WAY_R6-2L.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R6-2 in the 2004/2012 sheets (2024 table has no marker)
R6-2R,ONE WAY,Regulatory Signs,ONE_WAY_R6-2R.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R6-2 in the 2004/2012 sheets (2024 table has no marker)
R6-3,DIVIDED HIGHWAY CROSSING,Regulatory Signs,DIVIDED_HIGHWAY_CROSSING_R6-3.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for R6-3 in the 2004/2012 sheets (2024 table has no marker)
R6-3a,DIVIDED HIGHWAY CROSSING,Regulatory Signs,DIVIDED_HIGHWAY_CROSSING_R6-3a.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for R6-3a in the 2004/2012 sheets (2024 table has no marker)
R6-4,ROUNDABOUT DIRECTIONAL (2 CHEVRONS),Regulatory Signs,ROUNDABOUT_DIRECTIONAL_2_CHEVRONS_R6-4.svg,2012 Supplement,7.6x6.0 in,scale from the drawing's overall width dimension (7.562 in)
R6-4a,ROUNDABOUT DIRECTIONAL (3 CHEVRONS),Regulatory Signs,ROUNDABOUT_DIRECTIONAL_3_CHEVRONS_R6-4a.svg,2012 Supplement,6.8x3.4 in,scale from the drawing's overall width dimension (6.813 in)
R6-4b,ROUNDABOUT DIRECTIONAL (4 CHEVRONS),Regulatory Signs,ROUNDABOUT_DIRECTIONAL_4_CHEVRONS_R6-4b.svg,2012 Supplement,6.8x2.7 in,scale from the drawing's overall width dimension (6.813 in)
R6-5P,ROUNDABOUT CIRCULATION (PLAQUE),Regulatory Signs,ROUNDABOUT_CIRCULATION_PLAQUE_R6-5P.svg,2024 Edition,30.0x30.0 in,
R6-6,BEGIN ONE WAY,Regulatory Signs,BEGIN_ONE_WAY_R6-6.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R6-7,END ONE WAY,Regulatory Signs,END_ONE_WAY_R6-7.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R7-1,NO PARKING ANY TIME,Parking Signs,NO_PARKING_ANY_TIME_R7-1.svg,2024 Edition,12.0x18.0 in,
R7-10,BACK-IN PARKING,Parking Signs,BACK_IN_PARKING_R7-10.svg,2024 Edition,12.0x18.0 in,
R7-2,NO PARKING (PART-TIME),Parking Signs,NO_PARKING_PART_TIME_R7-2.svg,2024 Edition,12.0x18.0 in,
R7-20,"PARKING FEE STATION, MULTISPACE METER",Parking Signs,PARKING_FEE_STATION_MULTISPACE_METER_R7-20.svg,2024 Edition,24.0x18.0 in,
R7-21,METERED PARKING,Parking Signs,METERED_PARKING_R7-21.svg,2024 Edition,12.0x18.0 in,
R7-21a,PAY PARKING (TIME LIMIT),Parking Signs,PAY_PARKING_TIME_LIMIT_R7-21a.svg,2012 Supplement,12.0x18.0 in,scale from the drawing's overall width dimension (12.0 in)
R7-21aP,MOBILE PARKING PAYMENT (PLAQUE),Parking Signs,MOBILE_PARKING_PAYMENT_PLAQUE_R7-21aP.svg,2024 Edition,12.0x6.0 in,
R7-22,METERED PARKING,Parking Signs,METERED_PARKING_R7-22.svg,2024 Edition,12.0x18.0 in,
R7-23,PARKING (PART-TIME),Parking Signs,PARKING_PART_TIME_R7-23.svg,2012 Supplement,12.0x18.0 in,scale from the drawing's overall width dimension (12.0 in)
R7-23a,"PARKING (TIME LIMIT, PART-TIME)",Parking Signs,PARKING_TIME_LIMIT_PART_TIME_R7-23a.svg,2012 Supplement,12.0x18.0 in,scale from the drawing's overall width dimension (12.0 in)
R7-2a,NO PARKING,Parking Signs,NO_PARKING_R7-2a.svg,2004 Edition,12.0x18.4 in,no dimension of its own; drawn to the same size as R7-1 on the sheet — check
R7-3,NO PARKING EXCEPT SUNDAYS AND HOLIDAYS,Parking Signs,NO_PARKING_EXCEPT_SUNDAYS_AND_HOLIDAYS_R7-3.svg,2024 Edition,12.0x18.0 in,
R7-4,NO STANDING ANY TIME,Parking Signs,NO_STANDING_ANY_TIME_R7-4.svg,2024 Edition,12.0x18.0 in,
R7-4a,NO STOPPING ANY TIME,Parking Signs,NO_STOPPING_ANY_TIME_R7-4a.svg,2024 Edition,12.0x18.0 in,
R7-5,PARKING PERMITTED (TIME LIMIT),Parking Signs,PARKING_PERMITTED_TIME_LIMIT_R7-5.svg,2024 Edition,12.0x18.0 in,
R7-6,NO PARKING LOADING ZONE,Parking Signs,NO_PARKING_LOADING_ZONE_R7-6.svg,2024 Edition,12.0x18.0 in,
R7-7,NO PARKING,Parking Signs,NO_PARKING_R7-7.svg,2004 Edition,12.0x18.4 in,scale from the drawing's overall width dimension (12.0 in)
R7-8,RESERVED PARKING - ACCESSIBLE,Parking Signs,RESERVED_PARKING_ACCESSIBLE_R7-8.svg,2024 Edition,12.0x18.0 in,
R7-8a,VAN ACCESSABLE,Parking Signs,VAN_ACCESSABLE_R7-8a.svg,2004 Edition,18.0x8.6 in,
R7-8aP,VAN ACCESSIBLE (PLAQUE),Parking Signs,VAN_ACCESSIBLE_PLAQUE_R7-8aP.svg,2024 Edition,12.0x5.6 in,
R7-8b,VAN ACCESSABLE,Parking Signs,VAN_ACCESSABLE_R7-8b.svg,2004 Edition,18.0x8.6 in,
R7-9,NO PARKING BIKE LANE,Parking Signs,NO_PARKING_BIKE_LANE_R7-9.svg,2024 Edition,12.0x18.0 in,
R7-9a,NO PARKING BIKE LANE,Parking Signs,NO_PARKING_BIKE_LANE_R7-9a.svg,2024 Edition,12.0x18.0 in,
R8-1,NO PARKING ON PAVEMENT,Parking Signs,NO_PARKING_ON_PAVEMENT_R8-1.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R8-1 in the 2004/2012 sheets (2024 table has no marker)
R8-10,STOP HERE WHEN FLASHING,Parking Signs,STOP_HERE_WHEN_FLASHING_R8-10.svg,2024 Edition,24.0x36.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-10a,STOP HERE WHEN FLASHING,Parking Signs,STOP_HERE_WHEN_FLASHING_R8-10a.svg,2012 Supplement,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-10aL,STOP HERE WHEN FLASHING,Parking Signs,STOP_HERE_WHEN_FLASHING_R8-10aL.svg,2024 Edition,24.0x30.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-10aR,STOP HERE WHEN FLASHING,Parking Signs,STOP_HERE_WHEN_FLASHING_R8-10aR.svg,2024 Edition,24.0x30.0 in,scaled from the dimensioned R8-10aL drawing (thumbnail)
R8-2,NO PARKING EXCEPT ON SHOULDER,Parking Signs,NO_PARKING_EXCEPT_ON_SHOULDER_R8-2.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R8-2 in the 2004/2012 sheets (2024 table has no marker)
R8-3,NO PARKING (SYMBOL),Parking Signs,NO_PARKING_SYMBOL_R8-3.svg,2024 Edition,24.0x24.0 in,size 24 in: conventional-road row for R8-3 in the 2004/2012 sheets (2024 table has no marker)
R8-3a,NO PARKING,Parking Signs,NO_PARKING_R8-3a.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R8-3a in the 2004/2012 sheets (2024 table has no marker)
R8-3b,PARKING PLAQUE,Parking Signs,PARKING_PLAQUE_R8-3b.svg,2004 Edition,12.0x8.9 in,size 12 in: conventional-road row for R8-3b in the 2004/2012 sheets (2024 table has no marker)
R8-3bP,EXCEPT SUNDAYS AND HOLIDAYS,Parking Signs,EXCEPT_SUNDAYS_AND_HOLIDAYS_R8-3bP.svg,2012 Supplement,12.0x9.0 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-3c,ON PAVEMENT,Parking Signs,ON_PAVEMENT_R8-3c.svg,2024 Edition,24.0x36.0 in,size 24 in: conventional-road row for R8-3c in the 2004/2012 sheets (2024 table has no marker)
R8-3d,ON BRIDGE,Parking Signs,ON_BRIDGE_R8-3d.svg,2024 Edition,24.0x36.0 in,size 24 in: conventional-road row for R8-3d in the 2004/2012 sheets (2024 table has no marker)
R8-3e,ON TRACKS,Parking Signs,ON_TRACKS_R8-3e.svg,2024 Edition,18.0x27.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-3eP,ON TRACKS (PLAQUE),Parking Signs,ON_TRACKS_PLAQUE_R8-3eP.svg,2012 Supplement,12.0x9.0 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-3f,EXCEPT ON SHOULDER,Parking Signs,EXCEPT_ON_SHOULDER_R8-3f.svg,2024 Edition,18.0x27.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-3fP,EXCEPT ON SHOULDER (PLAQUE),Parking Signs,EXCEPT_ON_SHOULDER_PLAQUE_R8-3fP.svg,2012 Supplement,12.0x9.0 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-3gP,LOADING ZONE (PLAQUE),Parking Signs,LOADING_ZONE_PLAQUE_R8-3gP.svg,2012 Supplement,12.0x9.0 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-3hP,TIME OF DAY (PLAQUE),Parking Signs,TIME_OF_DAY_PLAQUE_R8-3hP.svg,2012 Supplement,12.0x9.0 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R8-4,EMERGENCY PARKING ONLY,Parking Signs,EMERGENCY_PARKING_ONLY_R8-4.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for R8-4 in the 2004/2012 sheets (2024 table has no marker)
R8-5,NO STOPPING ON PAVEMENT,Parking Signs,NO_STOPPING_ON_PAVEMENT_R8-5.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R8-5 in the 2004/2012 sheets (2024 table has no marker)
R8-6,NO STOPPING EXCEPT ON SHOULDER,Parking Signs,NO_STOPPING_EXCEPT_ON_SHOULDER_R8-6.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R8-6 in the 2004/2012 sheets (2024 table has no marker)
R8-7,EMERGENCY STOPPING ONLY,Parking Signs,EMERGENCY_STOPPING_ONLY_R8-7.svg,2024 Edition,30.0x24.0 in,size 30 in: conventional-road row for R8-7 in the 2004/2012 sheets (2024 table has no marker)
R8-8,DO NOT STOP ON TRACKS,Parking Signs,DO_NOT_STOP_ON_TRACKS_R8-8.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for R8-8 in the 2004/2012 sheets (2024 table has no marker)
R8-9,TRACKS OUT OF SERVICE,Parking Signs,TRACKS_OUT_OF_SERVICE_R8-9.svg,2024 Edition,24.0x24.0 in,size 24 in: conventional-road row for R8-9 in the 2004/2012 sheets (2024 table has no marker)
R9-1,WALK ON LEFT FACING TRAFFIC,Regulatory Signs,WALK_ON_LEFT_FACING_TRAFFIC_R9-1.svg,2024 Edition,18.0x24.0 in,
R9-10,"SIDEWALK CLOSED, USE OTHER SIDE",Regulatory Signs,SIDEWALK_CLOSED_USE_OTHER_SIDE_R9-10.svg,2024 Edition,24.0x12.0 in,size 24 in: conventional-road row for R9-10 in the 2004/2012 sheets (2024 table has no marker)
R9-11,SIDEWALK CLOSED AHEAD CROSS HERE,Regulatory Signs,SIDEWALK_CLOSED_AHEAD_CROSS_HERE_R9-11.svg,2004 Edition,24.0x17.8 in,size 24 in: conventional-road row for R9-11 in the 2004/2012 sheets (2024 table has no marker)
R9-11L,"SIDEWALK CLOSED AHEAD, CROSS HERE",Regulatory Signs,SIDEWALK_CLOSED_AHEAD_CROSS_HERE_R9-11L.svg,2024 Edition,24.0x18.0 in,size 24 in: conventional-road row for R9-11 in the 2004/2012 sheets (2024 table has no marker)
R9-11R,"SIDEWALK CLOSED AHEAD, CROSS HERE",Regulatory Signs,SIDEWALK_CLOSED_AHEAD_CROSS_HERE_R9-11R.svg,2024 Edition,24.0x18.0 in,size 24 in: conventional-road row for R9-11 in the 2004/2012 sheets (2024 table has no marker)
R9-11a,SIDEWALK CLOSED CROSS HERE,Regulatory Signs,SIDEWALK_CLOSED_CROSS_HERE_R9-11a.svg,2004 Edition,24.0x11.6 in,size 24 in: conventional-road row for R9-11a in the 2004/2012 sheets (2024 table has no marker)
R9-11aL,"SIDEWALK CLOSED, CROSS HERE",Regulatory Signs,SIDEWALK_CLOSED_CROSS_HERE_R9-11aL.svg,2024 Edition,24.0x12.0 in,size 24 in: conventional-road row for R9-11a in the 2004/2012 sheets (2024 table has no marker)
R9-11aR,"SIDEWALK CLOSED, CROSS HERE",Regulatory Signs,SIDEWALK_CLOSED_CROSS_HERE_R9-11aR.svg,2024 Edition,24.0x12.1 in,size 24 in: conventional-road row for R9-11a in the 2004/2012 sheets (2024 table has no marker)
R9-12,BIKE LANE CLOSED,Regulatory Signs,BIKE_LANE_CLOSED_R9-12.svg,2024 Edition,24.0x12.0 in,
R9-13,NO SKATERS,Regulatory Signs,NO_SKATERS_R9-13.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
R9-14,NO EQUESTRIANS,Regulatory Signs,NO_EQUESTRIANS_R9-14.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
R9-15,NO SNOWMOBILES,Regulatory Signs,NO_SNOWMOBILES_R9-15.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
R9-16,NO ALL-TERRAIN VEHICLES,Regulatory Signs,NO_ALL_TERRAIN_VEHICLES_R9-16.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
R9-19P,EXCEPT ON SHOULDER (PLAQUE),Regulatory Signs,EXCEPT_ON_SHOULDER_PLAQUE_R9-19P.svg,2024 Edition,18.0x12.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
R9-2,CROSS ONLY AT CROSSWALKS,Regulatory Signs,CROSS_ONLY_AT_CROSSWALKS_R9-2.svg,2024 Edition,12.0x18.0 in,
R9-20,BICYCLES ALLOWED USE OF FULL LANE,Regulatory Signs,BICYCLES_ALLOWED_USE_OF_FULL_LANE_R9-20.svg,2024 Edition,30.0x30.0 in,
R9-22,BICYCLES MUST EXIT,Regulatory Signs,BICYCLES_MUST_EXIT_R9-22.svg,2024 Edition,24.0x30.0 in,
R9-23,BICYCLE ALL TURNS FROM BIKE LANE,Regulatory Signs,BICYCLE_ALL_TURNS_FROM_BIKE_LANE_R9-23.svg,2024 Edition,12.0x18.0 in,
R9-23a,BICYCLE LEFT TURN FROM BIKE LANE,Regulatory Signs,BICYCLE_LEFT_TURN_FROM_BIKE_LANE_R9-23a.svg,2024 Edition,12.0x18.0 in,
R9-23c,"BICYCLE LEFT TURN MUST USE TURN BOX (WITH ARROW, OBLIQUE)",Regulatory Signs,BICYCLE_LEFT_TURN_MUST_USE_TURN_BOX_WITH_ARROW_OBLIQUE_R9-23c.svg,2024 Edition,12.0x18.0 in,
R9-24,"BICYCLE ALL TURNS (WITH ARROW, OBLIQUE)",Regulatory Signs,BICYCLE_ALL_TURNS_WITH_ARROW_OBLIQUE_R9-24.svg,2024 Edition,24.0x6.0 in,
R9-24a,"BICYCLE ALL TURNS (WITH ARROW, HORIZONTAL)",Regulatory Signs,BICYCLE_ALL_TURNS_WITH_ARROW_HORIZONTAL_R9-24a.svg,2024 Edition,24.0x6.0 in,
R9-25,"BICYCLE U AND LEFT TURNS (WITH ARROW, OBLIQUE)",Regulatory Signs,BICYCLE_U_AND_LEFT_TURNS_WITH_ARROW_OBLIQUE_R9-25.svg,2024 Edition,24.0x9.0 in,
R9-25a,"BICYCLE U AND LEFT TURNS (WITH ARROW, HORIZONTAL)",Regulatory Signs,BICYCLE_U_AND_LEFT_TURNS_WITH_ARROW_HORIZONTAL_R9-25a.svg,2024 Edition,24.0x9.0 in,
R9-25b,"BICYCLE U AND LEFT TURNS (WITH ARROW, THROUGH)",Regulatory Signs,BICYCLE_U_AND_LEFT_TURNS_WITH_ARROW_THROUGH_R9-25b.svg,2024 Edition,24.0x9.0 in,
R9-26,"BICYCLE U TURN (WITH ARROW, OBLIQUE)",Regulatory Signs,BICYCLE_U_TURN_WITH_ARROW_OBLIQUE_R9-26.svg,2024 Edition,24.0x6.0 in,
R9-26a,"BICYCLE U TURN (WITH ARROW, HORIZONTAL)",Regulatory Signs,BICYCLE_U_TURN_WITH_ARROW_HORIZONTAL_R9-26a.svg,2024 Edition,24.0x6.0 in,
R9-26b,"BICYCLE U TURN (WITH ARROW, THROUGH)",Regulatory Signs,BICYCLE_U_TURN_WITH_ARROW_THROUGH_R9-26b.svg,2024 Edition,24.0x6.0 in,
R9-27,"BICYCLE LEFT TURN (WITH ARROW, OBLIQUE)",Regulatory Signs,BICYCLE_LEFT_TURN_WITH_ARROW_OBLIQUE_R9-27.svg,2024 Edition,24.0x6.0 in,
R9-27a,"BICYCLE LEFT TURN (WITH ARROW, HORIZONTAL)",Regulatory Signs,BICYCLE_LEFT_TURN_WITH_ARROW_HORIZONTAL_R9-27a.svg,2024 Edition,24.0x6.0 in,
R9-27b,"BICYCLE LEFT TURN (WITH ARROW, THROUGH)",Regulatory Signs,BICYCLE_LEFT_TURN_WITH_ARROW_THROUGH_R9-27b.svg,2024 Edition,24.0x6.0 in,
R9-3,NO PEDESTRIAN CROSSING (SYMBOL),Regulatory Signs,NO_PEDESTRIAN_CROSSING_SYMBOL_R9-3.svg,2024 Edition,30.0x30.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
