code,name,family,file,size,source,notes
B6b3,Dispositions complémentaires concernant le stationnement,B Prescription,B Prescription/DISPOSITIONS_COMPLEMENTAIRES_CONCERNANT_LE_STATIONNEMENT_B6b3.svg,709x709 mm,Panneaux_B/Prescription_zonale/B6b3.svg,"drawn 141.7x141.7 mm at 1:5; name from IISR 4e partie, article 55-1 heading"
B6b3_ancien,Dispositions complémentaires concernant le stationnement,B Prescription,B Prescription/DISPOSITIONS_COMPLEMENTAIRES_CONCERNANT_LE_STATIONNEMENT_B6b3_ancien.svg,706x711 mm,Panneaux_B/Prescription_zonale/B6b3_ancien.svg,"drawn 141.3x142.2 mm at 1:5; name from IISR 4e partie, article 55-1 heading"
B6b3_dc,Dispositions complémentaires concernant le stationnement,B Prescription,B Prescription/DISPOSITIONS_COMPLEMENTAIRES_CONCERNANT_LE_STATIONNEMENT_B6b3_dc.svg,700x700 mm,Panneaux_B/Prescription_zonale/B6b3_dc.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie, article 55-1 heading"
B6b4,Dispositions complémentaires concernant le stationnement,B Prescription,B Prescription/DISPOSITIONS_COMPLEMENTAIRES_CONCERNANT_LE_STATIONNEMENT_B6b4.svg,700x700 mm,Panneaux_B/Prescription_zonale/B6b4.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie, article 55-1 heading"
B6b5,Panneau de prescription,B Prescription,B Prescription/PANNEAU_DE_PRESCRIPTION_B6b5.svg,709x709 mm,Panneaux_B/Prescription_zonale/B6b5.svg,drawn 141.7x141.7 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
B6b5_ancien,Panneau de prescription,B Prescription,B Prescription/PANNEAU_DE_PRESCRIPTION_B6b5_ancien.svg,709x711 mm,Panneaux_B/Prescription_zonale/B6b5_ancien.svg,drawn 141.7x142.2 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
B6b5_dc,Panneau de prescription,B Prescription,B Prescription/PANNEAU_DE_PRESCRIPTION_B6b5_dc.svg,709x711 mm,Panneaux_B/Prescription_zonale/B6b5_dc.svg,drawn 141.7x142.2 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
C5,Station de taxis,C Indication,C Indication/STATION_DE_TAXIS_C5.svg,700x700 mm,Panneaux_C/C5.svg,drawn 140.0x140.0 mm at 1:5; name from Wikipedia
C50,Indications diverses,C Indication,C Indication/INDICATIONS_DIVERSES_C50.svg,700x700 mm,Panneaux_C/C50.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 5e partie, article 73 heading"
C51a,Sections de route à vitesse régulée,C Indication,C Indication/SECTIONS_DE_ROUTE_A_VITESSE_REGULEE_C51a.svg,700x700 mm,Panneaux_C/C51a.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 5e partie, article 73-1 heading"
C51b,Sections de route à vitesse régulée,C Indication,C Indication/SECTIONS_DE_ROUTE_A_VITESSE_REGULEE_C51b.svg,700x700 mm,Panneaux_C/C51b.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 5e partie, article 73-1 heading"
C6,Station d'arrêt d'autobus,C Indication,C Indication/STATION_D_ARRET_D_AUTOBUS_C6.svg,700x700 mm,Panneaux_C/C6.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 5e partie, article 70-4 heading"
C60,Présignalisation du début d'une section routière ou autoroutière à péage,C Indication,C Indication/PRESIGNALISATION_DU_DEBUT_D_UNE_SECTION_ROUTIERE_OU_C60.svg,896x401 mm,Panneaux_C/C60.svg,drawn 179.2x80.2 mm at 1:5; name from Wikipedia
C61,Présignalisation d'une gare de péage sur autoroute,C Indication,C Indication/PRESIGNALISATION_D_UNE_GARE_DE_PEAGE_SUR_AUTOROUTE_C61.svg,782x477 mm,Panneaux_C/C61.svg,drawn 156.4x95.4 mm at 1:5; name from Wikipedia
C62,Retrait de tickets de péage,C Indication,C Indication/RETRAIT_DE_TICKETS_DE_PEAGE_C62.svg,700x700 mm,Panneaux_C/C62.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 5e partie, article 74 heading"
C63,Présignalisation du paiement du péage sur autoroute,C Indication,C Indication/PRESIGNALISATION_DU_PAIEMENT_DU_PEAGE_SUR_AUTOROUTE_C63.svg,490x387 mm,Panneaux_C/C63.svg,drawn 98.0x77.3 mm at 1:5; name from Wikipedia
C64a,Indication du mode de paiement sur une route à péage,C Indication,C Indication/INDICATION_DU_MODE_DE_PAIEMENT_SUR_UNE_ROUTE_A_PEAGE_C64a.svg,700x700 mm,Panneaux_C/C64a.svg,drawn 140.0x140.0 mm at 1:5; name from Wikipedia (page title)
C64b,Indication du mode de paiement sur une route à péage,C Indication,C Indication/INDICATION_DU_MODE_DE_PAIEMENT_SUR_UNE_ROUTE_A_PEAGE_C64b.svg,350x350 mm,Panneaux_C/C64b.svg,drawn 70.0x70.0 mm at 1:5; name from Wikipedia (page title)
C64c1,Indication du mode de paiement sur une route à péage,C Indication,C Indication/INDICATION_DU_MODE_DE_PAIEMENT_SUR_UNE_ROUTE_A_PEAGE_C64c1.svg,700x700 mm,Panneaux_C/C64c1.svg,drawn 140.0x140.0 mm at 1:5; name from Wikipedia (page title)
C64c2,Indication du mode de paiement sur une route à péage,C Indication,C Indication/INDICATION_DU_MODE_DE_PAIEMENT_SUR_UNE_ROUTE_A_PEAGE_C64c2.svg,525x525 mm,Panneaux_C/C64c2.svg,drawn 105.0x104.9 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from Wikipedia (page title)
C64d_ex1,Indication du mode de paiement sur une route à péage,C Indication,C Indication/INDICATION_DU_MODE_DE_PAIEMENT_SUR_UNE_ROUTE_A_PEAGE_C64d_ex1.svg,701x700 mm,Panneaux_C/C64d_ex1.svg,drawn 140.1x140.0 mm at 1:5; name from Wikipedia (page title)
C64d_ex2,Indication du mode de paiement sur une route à péage,C Indication,C Indication/INDICATION_DU_MODE_DE_PAIEMENT_SUR_UNE_ROUTE_A_PEAGE_C64d_ex2.svg,700x700 mm,Panneaux_C/C64d_ex2.svg,drawn 140.0x140.0 mm at 1:5; name from Wikipedia (page title)
C65a,Présignalisation d'une aire de service ou de repos sur autoroute,C Indication,C Indication/PRESIGNALISATION_D_UNE_AIRE_DE_SERVICE_OU_DE_REPOS_SUR_C65a.svg,692x490 mm,Panneaux_C/C65a.svg,drawn 138.4x98.1 mm at 1:5; name from Wikipedia
C65b,Présignalisation d'une aire de service ou de repos sur route à chaussées séparées,C Indication,C Indication/PRESIGNALISATION_D_UNE_AIRE_DE_SERVICE_OU_DE_REPOS_SUR_C65b.svg,477x394 mm,Panneaux_C/C65b.svg,drawn 95.5x78.8 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from Wikipedia
C7,Panneau d'indication,C Indication,C Indication/PANNEAU_D_INDICATION_C7.svg,700x700 mm,Panneaux_C/C7.svg,drawn 140.0x140.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
C8,Emplacement d'arrêt d'urgence,C Indication,C Indication/EMPLACEMENT_D_ARRET_D_URGENCE_C8.svg,700x700 mm,Panneaux_C/C8.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 5e partie, article 70-5 heading"
C9,"Station pour les véhicules bénéficiant du label ""autopartage",C Indication,C Indication/STATION_POUR_LES_VEHICULES_BENEFICIANT_DU_LABEL_AUTOPARTAGE_C9.svg,700x700 mm,Panneaux_C/C9.svg,"drawn 140.0x140.0 mm at 1:5; 3 stroked path(s) outlined with Inkscape; name from IISR 5e partie, article 70-6 heading"
CE26,Station de gonflage,CE Services,CE Services/STATION_DE_GONFLAGE_CE26.svg,700x700 mm,Panneaux_CE/CE26.svg,drawn 140.0x140.0 mm at 1:5; name from Wikipedia
CE28,Poste de dépannage,CE Services,CE Services/POSTE_DE_DEPANNAGE_CE28.svg,700x700 mm,Panneaux_CE/CE28.svg,drawn 140.0x140.0 mm at 1:5; name from Wikipedia
