code,name,family,file,size,source,notes
AK32,Annonce de nappes de brouillard ou de fumées épaisses,K Temporaire,K Temporaire/ANNONCE_DE_NAPPES_DE_BROUILLARD_OU_DE_FUMEES_EPAISSES_AK32.svg,950x827 mm,panneaux_K/Signaux_AK/AK32.svg,drawn 190.1x165.4 mm at 1:5; 8 stroked path(s) outlined with Inkscape; name from Wikipedia
AK4,Chaussée glissante,K Temporaire,K Temporaire/CHAUSSEE_GLISSANTE_AK4.svg,950x824 mm,panneaux_K/Signaux_AK/AK4.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
AK5,Travaux,K Temporaire,K Temporaire/TRAVAUX_AK5.svg,950x824 mm,panneaux_K/Signaux_AK/AK5.svg,drawn 190.1x164.7 mm at 1:5; 5 stroked path(s) outlined with Inkscape; name from Wikipedia
K1,signalisation d'un obstacle temporaire de faible importance ou signalisation de l'arrivée d'un train sur un passage à niveau sans barrière,K Temporaire,K Temporaire/SIGNALISATION_D_UN_OBSTACLE_TEMPORAIRE_DE_FAIBLE_IMPORTANCE_K1.svg,270x509 mm,panneaux_K/signaux_K/K1.svg,drawn 54.0x101.8 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 8e partie
K10,signal servant à régler manuellement la circulation,K Temporaire,K Temporaire/SIGNAL_SERVANT_A_REGLER_MANUELLEMENT_LA_CIRCULATION_K10.svg,568x600 mm,panneaux_K/signaux_K/K10.svg,drawn 113.7x120.0 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from IISR 8e partie
K14,signal de délimitation de chantier ou signal de fermeture d'un passage à niveau,K Temporaire,intervene/K Temporaire/SIGNAL_DE_DELIMITATION_DE_CHANTIER_OU_SIGNAL_DE_FERMETURE_D_K14.svg,573x186 mm,panneaux_K/signaux_K/K14.svg,"1 raster image(s) in the source dropped; the twisted red/white tape is a raster image (300x74 px PNG) in the source; dropped, only the vector parts remain; drawn 114.6x37.2 mm at 1:5; 6 stroked path(s) outlined with Inkscape; name from IISR 8e partie"
K15_ex1,portique de présignalisation de gabarit limité,K Temporaire,K Temporaire/PORTIQUE_DE_PRESIGNALISATION_DE_GABARIT_LIMITE_K15_ex1.svg,913x453 mm,panneaux_K/signaux_K/K15_ex1.svg,drawn 182.6x90.5 mm at 1:5; 7 stroked path(s) outlined with Inkscape; 3 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 8e partie
K15_ex2,portique de présignalisation de gabarit limité,K Temporaire,K Temporaire/PORTIQUE_DE_PRESIGNALISATION_DE_GABARIT_LIMITE_K15_ex2.svg,910x453 mm,panneaux_K/signaux_K/K15_ex2.svg,drawn 181.9x90.6 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from IISR 8e partie
K16,séparateur modulaire de voies servant à séparer de façon continue des voies de circulation ou délimiter une zone de chantier et assurer une fonction de guidage,K Temporaire,K Temporaire/SEPARATEUR_MODULAIRE_DE_VOIES_SERVANT_A_SEPARER_DE_FACON_K16.svg,887x1049 mm,panneaux_K/signaux_K/K16.svg,drawn 177.3x209.8 mm at 1:5; 144 stroked path(s) outlined with Inkscape; name from IISR 8e partie
K2_ex1,"barrages de divers types, signalant la position de travaux ou de tout autre obstacle de caractère temporaire",K Temporaire,intervene/K Temporaire/BARRAGES_DE_DIVERS_TYPES_SIGNALANT_LA_POSITION_DE_TRAVAUX_K2_ex1.svg,876x699 mm,panneaux_K/signaux_K/K2_ex1.svg,front and back of the K2 barrier captioned Avers/Envers on one sheet; drawn 175.1x139.9 mm at 1:5; 1 stroked path(s) outlined with Inkscape; drawing annotation text dropped (AvantGarde Md BT): 'Avers' / 'Envers'; name from IISR 8e partie
K2_ex2,"barrages de divers types, signalant la position de travaux ou de tout autre obstacle de caractère temporaire",K Temporaire,K Temporaire/BARRAGES_DE_DIVERS_TYPES_SIGNALANT_LA_POSITION_DE_TRAVAUX_K2_ex2.svg,875x674 mm,panneaux_K/signaux_K/K2_ex2.svg,drawn 175.1x134.9 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from IISR 8e partie
K5A,dispositif conique,K Temporaire,K Temporaire/DISPOSITIF_CONIQUE_K5A.svg,390x750 mm,panneaux_K/signaux_K/K5A.svg,"drawn 39.0x75.0 mm at 1:10 (K5 device; IISR 8e partie heights K5a 750, K5b 1100, K5d 800 mm); 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 8e partie"
K5B,piquet,K Temporaire,K Temporaire/PIQUET_K5B.svg,951x1100 mm,panneaux_K/signaux_K/K5B.svg,"drawn 95.1x110.0 mm at 1:10 (K5 device; IISR 8e partie heights K5a 750, K5b 1100, K5d 800 mm); 3 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 8e partie"
K5c,balise d'alignement,K Temporaire,K Temporaire/BALISE_D_ALIGNEMENT_K5c.svg,483x640 mm,panneaux_K/signaux_K/K5c.svg,drawn 96.6x127.9 mm at 1:5; 2 stroked path(s) outlined with Inkscape; 2 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 8e partie
K5D,balise de guidage,K Temporaire,K Temporaire/BALISE_DE_GUIDAGE_K5D.svg,441x800 mm,panneaux_K/signaux_K/K5D.svg,"drawn 44.1x80.0 mm at 1:10 (K5 device; IISR 8e partie heights K5a 750, K5b 1100, K5d 800 mm); 3 stroked path(s) outlined with Inkscape; 2 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 8e partie"
K8,signal de position d'une déviation ou de rétrécissement temporaire de chaussée,K Temporaire,K Temporaire/SIGNAL_DE_POSITION_D_UNE_DEVIATION_OU_DE_RETRECISSEMENT_K8.svg,675x568 mm,panneaux_K/signaux_K/K8.svg,drawn 135.1x113.6 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from IISR 8e partie
KC1_ex1,panneau d'indication informant l'usager de la présence de chantiers importants ou de situations temporaires dont la nature est mentionnée par une inscription,K Temporaire,K Temporaire/PANNEAU_D_INDICATION_INFORMANT_L_USAGER_DE_LA_PRESENCE_DE_KC1_ex1.svg,800x600 mm,panneaux_K/Signaux_KC/KC1_ex1.svg,drawn 160.0x120.0 mm at 1:5; name from IISR 8e partie
KC1_ex2,panneau d'indication informant l'usager de la présence de chantiers importants ou de situations temporaires dont la nature est mentionnée par une inscription,K Temporaire,K Temporaire/PANNEAU_D_INDICATION_INFORMANT_L_USAGER_DE_LA_PRESENCE_DE_KC1_ex2.svg,409x1169 mm,panneaux_K/Signaux_KC/KC1_ex2.svg,drawn 81.8x233.9 mm at 1:5; name from IISR 8e partie
KC1_ex3,panneau d'indication informant l'usager de la présence de chantiers importants ou de situations temporaires dont la nature est mentionnée par une inscription,K Temporaire,K Temporaire/PANNEAU_D_INDICATION_INFORMANT_L_USAGER_DE_LA_PRESENCE_DE_KC1_ex3.svg,400x300 mm,panneaux_K/Signaux_KC/KC1_ex3.svg,drawn 80.0x60.0 mm at 1:5; name from IISR 8e partie
KD43a_ex2,"1300 x 300 mm en présence de la mention ""Déviation"",",K Temporaire,K Temporaire/1300_X_300_MM_EN_PRESENCE_DE_LA_MENTION_DEVIATION_KD43a_ex2.svg,648x200 mm,panneaux_K/Signaux_KD/KD43a_ex2.svg,drawn 129.7x40.0 mm at 1:5; name from IISR 8e partie
KD43d,panneau de présignalisation courante,K Temporaire,K Temporaire/PANNEAU_DE_PRESIGNALISATION_COURANTE_KD43d.svg,650x150 mm,panneaux_K/Signaux_KD/KD43d.svg,drawn 130.0x30.0 mm at 1:5; name from IISR 8e partie
KD44a,Encart de présignalisation de l'origine d'un itinéraire de déviation,K Temporaire,K Temporaire/ENCART_DE_PRESIGNALISATION_DE_L_ORIGINE_D_UN_ITINERAIRE_DE_KD44a.svg,800x600 mm,panneaux_K/Signaux_KD/KD44a.svg,drawn 160.0x120.0 mm at 1:5; name from IISR 8e partie
KD44a_ex2,Encart de présignalisation de l'origine d'un itinéraire de déviation,K Temporaire,K Temporaire/ENCART_DE_PRESIGNALISATION_DE_L_ORIGINE_D_UN_ITINERAIRE_DE_KD44a_ex2.svg,824x790 mm,panneaux_K/Signaux_KD/KD44a_ex2.svg,drawn 164.7x158.0 mm at 1:5; fill-opacity ignored; name from IISR 8e partie
KD44b,Encart de présignalisation de l'origine d'un itinéraire de déviation,K Temporaire,K Temporaire/ENCART_DE_PRESIGNALISATION_DE_L_ORIGINE_D_UN_ITINERAIRE_DE_KD44b.svg,800x600 mm,panneaux_K/Signaux_KD/KD44b.svg,drawn 160.0x120.0 mm at 1:5; fill-opacity ignored; name from IISR 8e partie
KD44b_ex2,Encart de présignalisation de l'origine d'un itinéraire de déviation,K Temporaire,K Temporaire/ENCART_DE_PRESIGNALISATION_DE_L_ORIGINE_D_UN_ITINERAIRE_DE_KD44b_ex2.svg,1066x790 mm,panneaux_K/Signaux_KD/KD44b_ex2.svg,drawn 213.2x158.0 mm at 1:5; fill-opacity ignored; name from IISR 8e partie
KD44c,Encart de présignalisation de l'origine d'un itinéraire de déviation,K Temporaire,K Temporaire/ENCART_DE_PRESIGNALISATION_DE_L_ORIGINE_D_UN_ITINERAIRE_DE_KD44c.svg,873x661 mm,panneaux_K/Signaux_KD/KD44c.svg,drawn 174.5x132.3 mm at 1:5; fill-opacity ignored; name from IISR 8e partie
KD62,panneau de confirmation de déviation,K Temporaire,K Temporaire/PANNEAU_DE_CONFIRMATION_DE_DEVIATION_KD62.svg,750x449 mm,panneaux_K/Signaux_KD/KD62.svg,drawn 150.1x89.8 mm at 1:5; name from IISR 8e partie
KD69a,1000 x 400 mm,K Temporaire,K Temporaire/1000_X_400_MM_KD69a.svg,500x200 mm,panneaux_K/Signaux_KD/KD69a.svg,drawn 100.0x40.0 mm at 1:5; name from IISR 8e partie
KD69b,dépend de la hauteur des caractères,K Temporaire,K Temporaire/DEPEND_DE_LA_HAUTEUR_DES_CARACTERES_KD69b.svg,800x375 mm,panneaux_K/Signaux_KD/KD69b.svg,drawn 160.0x75.0 mm at 1:5; name from IISR 8e partie
KD79a,panneau de signalisation complémentaire d'un itinéraire de déviation,K Temporaire,K Temporaire/PANNEAU_DE_SIGNALISATION_COMPLEMENTAIRE_D_UN_ITINERAIRE_DE_KD79a.svg,502x758 mm,panneaux_K/Signaux_KD/KD79a.svg,drawn 100.3x151.5 mm at 1:5; name from IISR 8e partie
KD79b,panneau de signalisation complémentaire d'un itinéraire de déviation,K Temporaire,K Temporaire/PANNEAU_DE_SIGNALISATION_COMPLEMENTAIRE_D_UN_ITINERAIRE_DE_KD79b.svg,648x531 mm,panneaux_K/Signaux_KD/KD79b.svg,drawn 129.7x106.2 mm at 1:5; name from IISR 8e partie
KD8_ex1,présignalisation de changement de chaussée ou de trajectoire,K Temporaire,K Temporaire/PRESIGNALISATION_DE_CHANGEMENT_DE_CHAUSSEE_OU_DE_TRAJECTOIRE_KD8_ex1.svg,263x343 mm,panneaux_K/Signaux_KD/KD8_ex1.svg,drawn 52.5x68.7 mm at 1:5; name from IISR 8e partie
KD8_ex2,présignalisation de changement de chaussée ou de trajectoire,K Temporaire,K Temporaire/PRESIGNALISATION_DE_CHANGEMENT_DE_CHAUSSEE_OU_DE_TRAJECTOIRE_KD8_ex2.svg,263x343 mm,panneaux_K/Signaux_KD/KD8_ex2.svg,drawn 52.5x68.7 mm at 1:5; name from IISR 8e partie
KD8_ex3,présignalisation de changement de chaussée ou de trajectoire,K Temporaire,K Temporaire/PRESIGNALISATION_DE_CHANGEMENT_DE_CHAUSSEE_OU_DE_TRAJECTOIRE_KD8_ex3.svg,263x343 mm,panneaux_K/Signaux_KD/KD8_ex3.svg,drawn 52.5x68.7 mm at 1:5; name from IISR 8e partie
KD8_ex4,présignalisation de changement de chaussée ou de trajectoire,K Temporaire,K Temporaire/PRESIGNALISATION_DE_CHANGEMENT_DE_CHAUSSEE_OU_DE_TRAJECTOIRE_KD8_ex4.svg,263x343 mm,panneaux_K/Signaux_KD/KD8_ex4.svg,drawn 52.5x68.7 mm at 1:5; name from IISR 8e partie
KD8_ex5,présignalisation de changement de chaussée ou de trajectoire,K Temporaire,K Temporaire/PRESIGNALISATION_DE_CHANGEMENT_DE_CHAUSSEE_OU_DE_TRAJECTOIRE_KD8_ex5.svg,228x296 mm,panneaux_K/Signaux_KD/KD8_ex5.svg,drawn 45.5x59.3 mm at 1:5; name from IISR 8e partie
KD8_ex6,présignalisation de changement de chaussée ou de trajectoire,K Temporaire,K Temporaire/PRESIGNALISATION_DE_CHANGEMENT_DE_CHAUSSEE_OU_DE_TRAJECTOIRE_KD8_ex6.svg,225x297 mm,panneaux_K/Signaux_KD/KD8_ex6.svg,drawn 45.0x59.3 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from IISR 8e partie
KD9_ex4,panneau d'affectation des voies,K Temporaire,K Temporaire/PANNEAU_D_AFFECTATION_DES_VOIES_KD9_ex4.svg,530x1003 mm,panneaux_K/Signaux_KD/KD9_ex4.svg,drawn 106.0x200.6 mm at 1:5; name from IISR 8e partie
KS1,symbole utilisé pour numéroter un itinéraire de déviation lorsque plusieurs itinéraires de déviations différents se croisent,K Temporaire,K Temporaire/SYMBOLE_UTILISE_POUR_NUMEROTER_UN_ITINERAIRE_DE_DEVIATION_KS1.svg,688x547 mm,panneaux_K/Signaux_KD/KS1.svg,drawn 137.5x109.4 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from Wikipedia
KM,Panonceau temporaire,K Temporaire,intervene/K Temporaire/PANONCEAU_TEMPORAIRE_KM.svg,996x149 mm,panneaux_K/Signaux_KM/KM.svg,"four captioned examples (KM1, KM2, KM9 x2) on one sheet; each exists as its own file (KM1_cd, KM2_cd, KM9_ex1_cd, KM9_ex2_cd); drawn 199.2x29.7 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); drawing annotation text dropped (AvantGarde Md BT): 'KM1 exemple' / 'KM2 exemple' / 'KM9 exemple 1' / 'KM9 exemple 2'; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)"
KM1_cd,Panonceau temporaire,K Temporaire,K Temporaire/PANONCEAU_TEMPORAIRE_KM1_cd.svg,167x53 mm,panneaux_K/Signaux_KM/KM1_cd.svg,drawn 33.4x10.5 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
KM2_cd,Panonceau temporaire,K Temporaire,K Temporaire/PANONCEAU_TEMPORAIRE_KM2_cd.svg,167x52 mm,panneaux_K/Signaux_KM/KM2_cd.svg,drawn 33.4x10.5 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
KM9_ex1_cd,Dangers temporaires et chantiers fixes,K Temporaire,K Temporaire/DANGERS_TEMPORAIRES_ET_CHANTIERS_FIXES_KM9_ex1_cd.svg,168x52 mm,panneaux_K/Signaux_KM/KM9_ex1_cd.svg,"drawn 33.5x10.5 mm at 1:5; name from IISR 8e partie, article 130 heading"
KM9_ex2_cd,Dangers temporaires et chantiers fixes,K Temporaire,K Temporaire/DANGERS_TEMPORAIRES_ET_CHANTIERS_FIXES_KM9_ex2_cd.svg,168x53 mm,panneaux_K/Signaux_KM/KM9_ex2_cd.svg,"drawn 33.5x10.5 mm at 1:5; name from IISR 8e partie, article 130 heading"
KR1,Feux de balisage et d'alerte,K Temporaire,K Temporaire/FEUX_DE_BALISAGE_ET_D_ALERTE_KR1.svg,294x217 mm,panneaux_K/Signaux_KR/KR1.svg,drawn 58.8x43.4 mm at 1:5; name from IISR 8e partie
KR11j,Circulation alternée,K Temporaire,K Temporaire/CIRCULATION_ALTERNEE_KR11j.svg,233x404 mm,panneaux_K/Signaux_KR/KR11j.svg,"drawn 46.7x80.7 mm at 1:5; name from IISR 8e partie, article 127 heading"
KR11v,Circulation alternée,K Temporaire,K Temporaire/CIRCULATION_ALTERNEE_KR11v.svg,220x580 mm,panneaux_K/Signaux_KR/KR11v.svg,"drawn 44.0x116.0 mm at 1:5; name from IISR 8e partie, article 127 heading"
KR2,Feux de balisage et d'alerte,K Temporaire,K Temporaire/FEUX_DE_BALISAGE_ET_D_ALERTE_KR2.svg,746x412 mm,panneaux_K/Signaux_KR/KR2.svg,drawn 149.3x82.4 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 8e partie
KR41,Rampe lumineuse,K Temporaire,K Temporaire/RAMPE_LUMINEUSE_KR41.svg,650x497 mm,panneaux_K/Signaux_KR/KR41.svg,drawn 130.0x99.3 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from IISR 8e partie
KR42,Flèche lumineuse,K Temporaire,intervene/K Temporaire/FLECHE_LUMINEUSE_KR42.svg,1178x1298 mm,panneaux_K/Signaux_KR/KR42.svg,"two arrow-board examples on one sheet; each exists as its own file (KR42_ex1_cd, KR42ex2_dc); drawn 235.5x259.7 mm at 1:5; name from IISR 8e partie"
KR42_ex1_cd,Flèche lumineuse,K Temporaire,K Temporaire/FLECHE_LUMINEUSE_KR42_ex1_cd.svg,1178x600 mm,panneaux_K/Signaux_KR/KR42_ex1_cd.svg,drawn 235.5x120.0 mm at 1:5; name from IISR 8e partie
KR42ex2_dc,Flèche lumineuse,K Temporaire,K Temporaire/FLECHE_LUMINEUSE_KR42ex2_dc.svg,1178x600 mm,panneaux_K/Signaux_KR/KR42ex2_dc.svg,drawn 235.5x120.0 mm at 1:5; name from IISR 8e partie
KR43,Flèche lumineuse,K Temporaire,K Temporaire/FLECHE_LUMINEUSE_KR43.svg,354x945 mm,panneaux_K/Signaux_KR/KR43.svg,drawn 70.9x188.9 mm at 1:5; 6 stroked path(s) outlined with Inkscape; 3 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 8e partie
KR43ex1_dc,Flèche lumineuse,K Temporaire,K Temporaire/FLECHE_LUMINEUSE_KR43ex1_dc.svg,354x357 mm,panneaux_K/Signaux_KR/KR43ex1_dc.svg,drawn 70.9x71.3 mm at 1:5; 3 stroked path(s) outlined with Inkscape; name from IISR 8e partie
KR44,Signal mobile de position d'un rétrécissement temporaire de chaussée,K Temporaire,K Temporaire/SIGNAL_MOBILE_DE_POSITION_D_UN_RETRECISSEMENT_TEMPORAIRE_DE_KR44.svg,642x162 mm,panneaux_K/Signaux_KR/KR44.svg,drawn 128.3x32.5 mm at 1:5; name from IISR 8e partie
KX50,Message littéral utilisé pour préciser ou compléter une information délivrée par un signal ou pour délivrer une information lorsqu'on ne dispose pas du ou des signaux adéquats,K Temporaire,K Temporaire/MESSAGE_LITTERAL_UTILISE_POUR_PRECISER_OU_COMPLETER_UNE_KX50.svg,489x106 mm,panneaux_K/Signaux_KX/KX50.svg,drawn 97.8x21.2 mm at 1:5; 103 stroked path(s) outlined with Inkscape; name from IISR 8e partie
M1_ex1,panonceaux de distance,M Panonceaux,M Panonceaux/PANONCEAUX_DE_DISTANCE_M1_ex1.svg,706x205 mm,Panonceaux_M/Type_M1/M1_ex1.svg,drawn 141.3x41.0 mm at 1:5; name from IISR 1e partie
M1_ex2,panonceaux de distance,M Panonceaux,M Panonceaux/PANONCEAUX_DE_DISTANCE_M1_ex2.svg,727x212 mm,Panonceaux_M/Type_M1/M1_ex2.svg,drawn 145.3x42.3 mm at 1:5; name from IISR 1e partie
M1_ex3,panonceaux de distance,M Panonceaux,M Panonceaux/PANONCEAUX_DE_DISTANCE_M1_ex3.svg,704x207 mm,Panonceaux_M/Type_M1/M1_ex3.svg,drawn 140.9x41.5 mm at 1:5; name from IISR 1e partie
M1_ex4,panonceaux de distance,M Panonceaux,M Panonceaux/PANONCEAUX_DE_DISTANCE_M1_ex4.svg,704x212 mm,Panonceaux_M/Type_M1/M1_ex4.svg,drawn 140.9x42.4 mm at 1:5; name from IISR 1e partie
M1_ex5,panonceaux de distance,M Panonceaux,M Panonceaux/PANONCEAUX_DE_DISTANCE_M1_ex5.svg,709x209 mm,Panonceaux_M/Type_M1/M1_ex5.svg,drawn 141.9x41.9 mm at 1:5; name from IISR 1e partie
M1a,marque du distributeur de carburant et distance restant à parcourir jusqu'au prochain poste de distribution de carburant situé sur une aire de service d'autoroute ou de route à chaussées séparées sans accès riverain,M Panonceaux,M Panonceaux/MARQUE_DU_DISTRIBUTEUR_DE_CARBURANT_ET_DISTANCE_RESTANT_A_M1a.svg,385x112 mm,Panonceaux_M/Type_M1/M1a.svg,drawn 77.0x22.5 mm at 1:5; name from Wikipedia
M10A,numéro d'une route ou d'une autoroute,M Panonceaux,M Panonceaux/NUMERO_D_UNE_ROUTE_OU_D_UNE_AUTOROUTE_M10A.svg,700x200 mm,Panonceaux_M/Type_M10/M10A.svg,drawn 140.1x40.0 mm at 1:5; name from Wikipedia
M10a_ex1,numéro d'une route ou d'une autoroute,M Panonceaux,M Panonceaux/NUMERO_D_UNE_ROUTE_OU_D_UNE_AUTOROUTE_M10a_ex1.svg,387x113 mm,Panonceaux_M/Type_M10/M10a_ex1.svg,drawn 77.4x22.5 mm at 1:5; name from Wikipedia
M10a_ex2,numéro d'une route ou d'une autoroute,M Panonceaux,M Panonceaux/NUMERO_D_UNE_ROUTE_OU_D_UNE_AUTOROUTE_M10a_ex2.svg,347x101 mm,Panonceaux_M/Type_M10/M10a_ex2.svg,drawn 69.3x20.1 mm at 1:5; name from Wikipedia
M10b,numéro d'un échangeur,M Panonceaux,M Panonceaux/NUMERO_D_UN_ECHANGEUR_M10b.svg,306x154 mm,Panonceaux_M/Type_M10/M10b.svg,drawn 61.2x30.9 mm at 1:5; name from Wikipedia
M10BL,numéro d'un échangeur,M Panonceaux,M Panonceaux/NUMERO_D_UN_ECHANGEUR_M10BL.svg,700x350 mm,Panonceaux_M/Type_M10/M10BL.svg,drawn 140.1x70.0 mm at 1:5; name from Wikipedia
M10c1,accès à une rocade,M Panonceaux,M Panonceaux/ACCES_A_UNE_ROCADE_M10c1.svg,135x41 mm,Panonceaux_M/Type_M10/M10c1.svg,drawn 26.9x8.1 mm at 1:5; name from Wikipedia
M10c2,accès à une rocade,M Panonceaux,M Panonceaux/ACCES_A_UNE_ROCADE_M10c2.svg,135x41 mm,Panonceaux_M/Type_M10/M10c2.svg,drawn 27.0x8.1 mm at 1:5; name from Wikipedia
M10c3,accès à une rocade,M Panonceaux,M Panonceaux/ACCES_A_UNE_ROCADE_M10c3.svg,136x41 mm,Panonceaux_M/Type_M10/M10c3.svg,drawn 27.1x8.2 mm at 1:5; name from Wikipedia
M10z,nom propre d'un site ou de certains services,M Panonceaux,M Panonceaux/NOM_PROPRE_D_UN_SITE_OU_DE_CERTAINS_SERVICES_M10z.svg,343x99 mm,Panonceaux_M/Type_M10/M10z.svg,drawn 68.5x19.8 mm at 1:5; name from Wikipedia
M11a,dérogations aux prescriptions qui s'appliquent à une route à accès réglementé,M Panonceaux,M Panonceaux/DEROGATIONS_AUX_PRESCRIPTIONS_QUI_S_APPLIQUENT_A_UNE_ROUTE_M11a.svg,304x152 mm,Panonceaux_M/Type_M11/M11a.svg,drawn 60.9x30.4 mm at 1:5; drawing annotation text dropped (AvantGarde Bk BT): 'autor' / 'isés'; name from Wikipedia
M11b,panonceaux signalant des dérogations ou des prescriptions,M Panonceaux,M Panonceaux/PANONCEAUX_SIGNALANT_DES_DEROGATIONS_OU_DES_PRESCRIPTIONS_M11b.svg,699x699 mm,Panonceaux_M/Type_M11/M11b.svg,drawn 139.8x139.9 mm at 1:5; 3 stroked path(s) outlined with Inkscape; name from IISR 1e partie
M11b_ex1,panonceaux signalant des dérogations ou des prescriptions,M Panonceaux,M Panonceaux/PANONCEAUX_SIGNALANT_DES_DEROGATIONS_OU_DES_PRESCRIPTIONS_M11b_ex1.svg,447x269 mm,Panonceaux_M/Type_M11/M11b_ex1.svg,drawn 89.4x53.8 mm at 1:5; name from IISR 1e partie
M11b_ex1_dc,panonceaux signalant des dérogations ou des prescriptions,M Panonceaux,M Panonceaux/PANONCEAUX_SIGNALANT_DES_DEROGATIONS_OU_DES_PRESCRIPTIONS_M11b_ex1_dc.svg,234x66 mm,Panonceaux_M/Type_M11/M11b_ex1_dc.svg,drawn 46.8x13.1 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 1e partie
M11b_ex2,panonceaux signalant des dérogations ou des prescriptions,M Panonceaux,M Panonceaux/PANONCEAUX_SIGNALANT_DES_DEROGATIONS_OU_DES_PRESCRIPTIONS_M11b_ex2.svg,274x164 mm,Panonceaux_M/Type_M11/M11b_ex2.svg,drawn 54.7x32.9 mm at 1:5; name from IISR 1e partie
M11b_ex2_dc,panonceaux signalant des dérogations ou des prescriptions,M Panonceaux,M Panonceaux/PANONCEAUX_SIGNALANT_DES_DEROGATIONS_OU_DES_PRESCRIPTIONS_M11b_ex2_dc.svg,234x66 mm,Panonceaux_M/Type_M11/M11b_ex2_dc.svg,drawn 46.8x13.1 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 1e partie
M11c2,panonceaux signalant des dérogations ou des prescriptions,M Panonceaux,M Panonceaux/PANONCEAUX_SIGNALANT_DES_DEROGATIONS_OU_DES_PRESCRIPTIONS_M11c2.svg,505x204 mm,Panonceaux_M/Type_M11/M11c2.svg,drawn 101.0x40.9 mm at 1:5; name from IISR 1e partie
M12a,panonceaux d'autorisation conditionnelle de franchissement pour cycles,M Panonceaux,M Panonceaux/PANONCEAUX_D_AUTORISATION_CONDITIONNELLE_DE_FRANCHISSEMENT_M12a.svg,444x388 mm,Panonceaux_M/Type_M12/M12a.svg,drawn 88.7x77.6 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 1e partie
M12a_C,panonceaux d'autorisation conditionnelle de franchissement pour cycles,M Panonceaux,M Panonceaux/PANONCEAUX_D_AUTORISATION_CONDITIONNELLE_DE_FRANCHISSEMENT_M12a_C.svg,475x475 mm,Panonceaux_M/Type_M12/M12a_C.svg,drawn 95.0x95.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 1e partie
M12b,panonceaux d'autorisation conditionnelle de franchissement pour cycles,M Panonceaux,M Panonceaux/PANONCEAUX_D_AUTORISATION_CONDITIONNELLE_DE_FRANCHISSEMENT_M12b.svg,444x388 mm,Panonceaux_M/Type_M12/M12b.svg,drawn 88.7x77.6 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 1e partie
M12b_C,panonceaux d'autorisation conditionnelle de franchissement pour cycles,M Panonceaux,M Panonceaux/PANONCEAUX_D_AUTORISATION_CONDITIONNELLE_DE_FRANCHISSEMENT_M12b_C.svg,475x475 mm,Panonceaux_M/Type_M12/M12b_C.svg,drawn 95.0x95.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 1e partie
M2_ex1,panonceaux d'étendue,M Panonceaux,M Panonceaux/PANONCEAUX_D_ETENDUE_M2_ex1.svg,724x204 mm,Panonceaux_M/Type_M2/M2_ex1.svg,drawn 144.8x40.7 mm at 1:5; name from IISR 1e partie
M2_ex2,panonceaux d'étendue,M Panonceaux,M Panonceaux/PANONCEAUX_D_ETENDUE_M2_ex2.svg,723x203 mm,Panonceaux_M/Type_M2/M2_ex2.svg,drawn 144.6x40.6 mm at 1:5; name from IISR 1e partie
M2_ex3,panonceaux d'étendue,M Panonceaux,M Panonceaux/PANONCEAUX_D_ETENDUE_M2_ex3.svg,721x204 mm,Panonceaux_M/Type_M2/M2_ex3.svg,drawn 144.3x40.7 mm at 1:5; name from IISR 1e partie
M2_ex4,panonceaux d'étendue,M Panonceaux,M Panonceaux/PANONCEAUX_D_ETENDUE_M2_ex4.svg,512x143 mm,Panonceaux_M/Type_M2/M2_ex4.svg,drawn 102.4x28.6 mm at 1:5; name from IISR 1e partie
